sets,hand_size,deals,hand_type,count
12,12,19,ascending,3091
6,18,10,descending,16
13,18,23,ascending,38
3,21,8,ascending,1
12,21,23,ascending,1
7,15,7,ascending,11132805
2,15,11,ascending,146843216
8,18,3,ascending,414105
9,15,15,ascending,240803
0,15,19,descending,540565
6,12,8,ascending,133725431
1,18,17,ascending,20076
0,18,14,ascending,349
9,18,7,descending,1
12,21,11,ascending,7
6,21,15,ascending,44
7,18,21,descending,5
9,15,14,descending,9
1,18,12,ascending,18996
1,15,2,ascending,45131030
4,15,7,descending,845595
7,21,7,ascending,62
0,12,15,ascending,526999151
0,12,6,ascending,513822878
2,12,22,descending,164509770
5,15,22,ascending,102255931
7,12,0,ascending,50524381
8,15,13,ascending,2031802
3,18,9,ascending,776627
7,18,19,ascending,1185919
6,12,8,descending,36974
10,12,8,ascending,100736
12,18,19,ascending,1233
8,15,9,descending,281
10,18,21,ascending,48098
11,12,13,ascending,6421
7,12,18,descending,414
0,12,19,ascending,528724517
7,12,10,descending,446
0,12,0,ascending,349151721
12,18,14,ascending,1158
6,21,12,ascending,40
2,18,8,descending,44
2,12,9,descending,161057183
7,21,22,ascending,66
3,15,12,descending,1983311
13,18,3,ascending,101
4,15,21,ascending,176314049
6,18,11,ascending,1792330
1,18,7,ascending,17557
5,12,3,ascending,555258470
5,12,8,descending,849786
7,21,23,ascending,80
3,15,21,ascending,205479225
1,15,4,ascending,54696310
6,12,9,ascending,132897567
9,15,10,ascending,244006
0,12,4,descending,210706187
11,18,2,ascending,4376
7,15,4,descending,4011
11,15,4,ascending,625
10,21,7,ascending,24
0,18,20,descending,1
4,15,4,ascending,166213497
7,15,22,ascending,11063637
2,12,21,ascending,2927750984
1,15,3,descending,1548282
7,12,5,ascending,23665198
9,18,23,ascending,187247
1,18,2,ascending,9033
7,12,19,descending,427
11,15,7,ascending,640
8,12,8,ascending,2975961
8,12,13,ascending,2861182
2,18,12,ascending,222983
5,18,17,descending,71
11,12,11,ascending,6497
0,15,12,ascending,7988032
5,12,12,ascending,527908013
6,12,1,descending,15993
5,12,5,ascending,543375118
0,12,6,descending,216275910
10,18,23,ascending,47896
0,12,4,ascending,511210594
6,15,2,descending,19541
6,15,11,descending,41191
8,21,18,ascending,84
13,18,14,ascending,111
9,15,7,descending,4
3,12,9,descending,50713099
4,12,21,descending,9009770
2,12,16,ascending,2927167877
11,15,8,ascending,618
6,12,21,ascending,128696462
0,15,6,ascending,7557677
4,15,19,descending,901470
9,15,1,ascending,107706
7,21,17,ascending,87
10,21,16,ascending,37
1,18,19,descending,11
9,15,3,descending,4
8,21,4,ascending,57
15,18,5,ascending,2
5,18,7,descending,57
5,12,21,ascending,521684555
10,15,10,ascending,16238
5,12,10,ascending,531761418
6,12,10,descending,36616
8,12,18,ascending,2814518
12,12,14,ascending,3145
6,18,22,ascending,1872649
9,15,14,ascending,241837
3,12,10,descending,50793634
1,18,22,ascending,20238
2,12,15,descending,163577671
7,18,7,ascending,1118408
12,12,13,ascending,3133
13,12,10,ascending,695
8,15,13,descending,262
1,15,11,descending,2028474
0,12,22,ascending,529298283
3,18,21,descending,89
11,21,10,ascending,14
6,21,16,ascending,54
15,18,10,ascending,3
6,15,16,descending,42016
13,12,17,ascending,664
7,18,12,descending,2
15,18,19,ascending,2
6,18,4,descending,13
1,12,7,descending,291847915
5,12,22,descending,845005
8,15,8,ascending,2055696
10,21,20,ascending,34
3,21,21,ascending,1
7,21,13,ascending,79
11,18,11,ascending,8963
7,18,16,descending,7
1,18,8,ascending,17777
5,12,8,ascending,536494416
12,18,17,ascending,1159
2,12,11,ascending,2924991739
8,15,20,ascending,2029273
1,15,6,descending,1916548
0,12,19,descending,228109173
2,12,12,descending,162530627
6,15,14,ascending,40506375
11,18,14,ascending,8965
2,18,13,descending,51
4,15,16,ascending,175585169
8,12,10,ascending,2919468
2,12,4,descending,155380046
6,15,15,descending,41980
3,12,14,ascending,2546100870
5,15,10,ascending,100889373
6,21,18,ascending,32
3,18,5,descending,67
4,18,13,descending,114
6,18,6,descending,13
0,18,23,ascending,5226
5,18,19,ascending,2108528
1,18,21,descending,10
0,12,11,ascending,522851864
12,21,5,ascending,3
3,18,7,ascending,752890
0,18,15,descending,1
10,15,12,ascending,16123
11,18,6,ascending,8954
10,18,18,ascending,48180
4,15,8,descending,852143
5,15,8,descending,237243
5,18,2,ascending,949871
14,18,20,ascending,8
10,15,22,ascending,15718
4,15,14,ascending,174949456
2,12,3,descending,146187832
8,21,8,ascending,54
11,15,6,ascending,680
2,18,10,descending,37
0,15,21,descending,542145
11,21,3,ascending,4
10,15,16,ascending,15585
9,21,3,ascending,27
13,21,19,ascending,3
6,12,17,ascending,129138572
2,12,12,ascending,2925735095
0,18,17,ascending,317
2,15,16,descending,2790757
2,18,10,ascending,216183
4,15,15,descending,890560
13,18,18,ascending,134
5,15,3,descending,185585
0,12,14,descending,225799527
5,15,11,ascending,101090271
13,21,4,ascending,3
4,15,21,descending,903528
5,18,15,descending,63
3,18,3,descending,37
14,18,3,ascending,8
2,18,22,descending,52
11,21,19,ascending,11
12,21,15,ascending,2
12,15,20,ascending,1
10,18,9,ascending,46869
10,15,23,ascending,19872
12,15,8,ascending,1
13,18,11,ascending,117
3,15,1,ascending,94937751
13,12,14,ascending,698
3,12,7,descending,50595348
11,12,6,ascending,6887
13,12,6,ascending,720
14,18,5,ascending,5
12,21,4,ascending,1
12,18,8,ascending,1214
0,18,5,ascending,288
10,12,11,ascending,96549
1,12,9,ascending,1949017569
8,15,1,ascending,907334
8,15,8,descending,279
10,18,5,ascending,46161
0,15,8,descending,492038
3,15,14,descending,2008551
6,15,5,ascending,40184588
1,12,8,descending,293058304
2,18,3,ascending,165222
0,18,2,ascending,159
5,12,6,ascending,541193391
9,15,20,descending,9
2,18,11,descending,35
13,21,14,ascending,2
6,21,10,ascending,53
3,15,20,ascending,205337689
11,18,9,ascending,9114
12,15,3,ascending,2
5,21,11,ascending,7
1,18,5,descending,12
3,18,23,ascending,841522
2,12,18,ascending,2927445851
1,12,18,descending,302274439
4,12,11,descending,8970859
2,18,4,ascending,189449
8,12,17,ascending,2818872
6,12,20,descending,35716
11,12,19,ascending,6099
12,12,4,ascending,3657
8,15,12,descending,251
4,15,19,ascending,176131160
7,15,9,ascending,11073162
1,12,5,ascending,1934269938
6,15,22,ascending,40686637
7,12,7,ascending,23337386
9,15,17,ascending,241214
1,12,17,ascending,1966620365
5,15,15,ascending,101818918
1,15,12,descending,2051853
5,15,6,ascending,100240014
7,12,13,ascending,22417926
5,18,13,ascending,2057011
1,18,5,ascending,16891
2,18,11,ascending,220520
10,18,6,ascending,46861
12,12,8,ascending,3360
11,18,21,ascending,9066
5,12,7,descending,852073
1,12,13,ascending,1961335345
3,12,19,descending,51364192
4,18,14,descending,97
4,12,2,ascending,1503622148
9,12,3,ascending,492685
7,21,3,ascending,42
2,18,4,descending,31
3,15,4,descending,1754878
12,12,9,ascending,3365
5,15,12,descending,242403
1,18,3,ascending,13849
14,12,22,ascending,71
9,15,17,descending,9
8,15,4,ascending,2011250
5,18,22,descending,55
4,18,19,descending,104
14,12,8,ascending,100
11,21,14,ascending,13
5,21,19,ascending,16
0,12,7,descending,217509619
6,18,18,descending,22
3,12,16,ascending,2543652943
2,15,17,descending,2801772
2,15,4,descending,2390857
7,15,21,descending,4469
7,18,3,ascending,885657
7,18,4,descending,6
1,18,8,descending,11
7,12,13,descending,418
6,18,3,descending,8
4,15,3,ascending,156684232
9,12,17,ascending,426437
11,15,1,ascending,283
1,12,17,descending,301890171
8,15,18,descending,261
0,12,17,ascending,528045719
2,12,18,descending,164176152
11,15,20,ascending,661
13,18,20,ascending,109
3,18,11,ascending,797125
6,12,2,ascending,148684143
1,15,4,descending,1792453
6,12,7,descending,36738
13,15,6,ascending,4
9,15,2,descending,3
7,15,8,descending,4234
12,21,16,ascending,1
10,18,12,ascending,47194
3,12,6,descending,50516691
11,15,11,ascending,589
0,18,13,ascending,322
0,15,11,descending,512734
5,15,14,ascending,101652552
9,12,10,ascending,444268
3,12,6,ascending,2566768883
8,15,18,ascending,2024861
10,21,21,ascending,32
9,15,19,descending,11
10,15,17,ascending,15782
5,15,17,descending,246422
7,21,6,ascending,70
14,12,12,ascending,100
2,18,21,descending,38
7,15,10,ascending,11060431
9,15,18,descending,11
4,21,13,ascending,1
1,15,2,descending,963897
12,21,19,ascending,2
5,15,10,descending,240232
5,12,16,descending,844415
8,21,7,ascending,91
3,12,4,ascending,2575455627
4,18,20,ascending,1673906
5,18,18,ascending,2106027
13,12,21,ascending,711
5,21,3,ascending,8
11,18,3,ascending,7152
4,18,9,ascending,1548859
4,18,18,descending,99
1,12,21,ascending,1968724176
5,21,9,ascending,8
12,18,7,ascending,1222
2,18,18,descending,53
1,18,6,descending,5
9,12,20,ascending,425029
4,15,20,ascending,176238196
0,18,3,ascending,227
2,15,17,ascending,150000545
8,12,22,ascending,2802007
6,18,15,descending,20
4,18,5,ascending,1464127
5,18,8,descending,55
7,18,19,descending,4
7,18,18,ascending,1184750
13,18,12,ascending,109
14,18,10,ascending,9
2,12,14,descending,163296917
9,15,13,ascending,243047
11,12,3,ascending,7626
12,12,20,ascending,3078
0,18,19,ascending,358
4,12,1,descending,4025173
1,12,14,ascending,1963193475
5,12,17,descending,843739
8,12,12,ascending,2877207
6,18,8,descending,19
0,18,4,descending,1
6,12,16,ascending,129361472
0,12,9,ascending,519418654
5,18,18,descending,51
12,12,10,ascending,3325
5,12,13,ascending,526456787
2,12,22,ascending,2927815723
7,15,23,ascending,11391712
1,15,19,descending,2132903
1,12,2,descending,226720540
6,12,4,descending,35736
1,12,19,descending,302561295
3,15,10,ascending,200240177
0,12,20,ascending,528897295
11,12,21,ascending,5933
8,15,15,ascending,2029139
13,12,4,ascending,843
6,21,14,ascending,48
3,12,15,ascending,2544756671
4,18,22,ascending,1678769
7,18,22,descending,7
3,12,21,ascending,2540800420
3,15,10,descending,1948452
3,15,11,ascending,201183837
7,12,4,descending,458
0,12,13,descending,224959162
0,15,5,ascending,7486814
13,12,12,ascending,745
10,21,8,ascending,25
2,18,14,descending,55
3,18,6,descending,71
5,18,12,descending,56
1,15,11,ascending,58425837
7,21,9,ascending,75
6,18,21,descending,17
5,18,10,descending,59
7,18,11,ascending,1146153
12,21,22,ascending,5
14,12,21,ascending,87
7,18,20,descending,3
2,12,15,ascending,2926906731
6,15,18,ascending,40635732
5,18,20,ascending,2114111
9,15,23,ascending,270434
9,12,15,ascending,430423
0,12,16,ascending,527545224
10,12,14,ascending,95053
8,18,21,descending,1
7,15,3,ascending,10120058
14,18,17,ascending,17
1,15,3,ascending,52123821
1,15,16,descending,2109949
2,18,9,ascending,213597
4,21,10,ascending,1
4,12,15,descending,8996232
9,12,4,ascending,475974
4,12,22,ascending,1400625223
11,12,0,ascending,24696
2,12,10,descending,161575539
0,12,8,ascending,517472153
3,12,5,descending,50194684
6,15,13,ascending,40478037
8,12,11,ascending,2898805
7,21,12,ascending,69
10,18,22,ascending,48555
8,21,22,ascending,97
5,15,3,ascending,91698395
7,15,12,descending,4327
10,15,14,ascending,15854
6,12,10,ascending,132108287
4,12,19,descending,9016406
4,15,22,descending,903104
4,21,22,ascending,3
4,15,14,descending,885348
8,18,17,ascending,547370
7,15,12,ascending,11050661
2,18,14,ascending,228104
7,12,11,ascending,22643157
7,18,6,descending,3
4,15,6,ascending,170686312
0,18,4,ascending,292
4,12,16,ascending,1404361512
6,21,20,ascending,54
14,18,14,ascending,10
0,15,1,ascending,3942070
9,15,20,ascending,241715
12,18,22,ascending,1227
11,15,14,ascending,612
4,18,20,descending,120
3,12,11,ascending,2552137636
1,15,9,ascending,57519043
8,12,2,ascending,3487878
5,12,5,descending,846410
3,18,22,descending,90
2,18,17,ascending,232414
3,15,2,descending,921694
0,15,19,ascending,8202613
0,18,8,ascending,290
2,15,7,ascending,143064168
1,15,12,ascending,58821699
6,12,5,ascending,136046025
3,18,18,descending,78
8,21,12,ascending,67
3,12,14,descending,51118101
7,12,21,descending,407
6,18,13,descending,14
6,18,23,ascending,1886261
1,18,18,ascending,20184
1,12,5,descending,288507727
6,18,3,ascending,1374774
8,15,5,descending,251
4,18,13,ascending,1617795
7,15,6,descending,4129
6,12,17,descending,36290
9,21,15,ascending,75
5,18,16,descending,72
10,15,11,ascending,16171
5,18,21,descending,54
9,21,7,ascending,49
5,21,17,ascending,9
10,21,12,ascending,29
1,18,4,descending,9
1,15,18,descending,2125529
6,21,13,ascending,47
12,15,13,ascending,1
9,15,12,descending,7
5,12,2,descending,638230
1,18,7,descending,12
0,15,7,ascending,7623979
2,15,14,descending,2760293
8,12,4,ascending,3094216
7,18,6,ascending,1107732
9,21,17,ascending,61
7,15,4,ascending,10840219
6,12,20,ascending,128782474
6,15,17,ascending,40610613
11,18,10,ascending,9272
11,12,1,ascending,11792
13,18,19,ascending,120
6,21,17,ascending,37
7,18,17,descending,5
6,18,15,ascending,1841445
9,15,7,ascending,247376
11,21,8,ascending,15
1,12,16,ascending,1965810355
7,18,5,descending,6
5,15,18,descending,246565
7,18,7,descending,6
8,18,20,descending,2
3,15,5,ascending,194946914
2,15,10,ascending,145924736
3,12,22,descending,51408298
4,15,18,ascending,175978683
6,15,19,descending,42289
7,15,17,ascending,11061141
3,18,6,ascending,743713
10,12,13,ascending,95422
4,12,22,descending,9021085
7,15,10,descending,4375
6,12,6,descending,36709
10,21,4,ascending,27
0,18,9,ascending,297
0,12,17,descending,227469391
6,18,16,ascending,1850078
14,12,9,ascending,94
14,12,20,ascending,80
11,15,9,ascending,650
12,18,15,ascending,1189
