sets,hand_size,deals,hand_type,count
0,12,11,ascending,520756884
2,18,14,ascending,226782
9,12,3,ascending,490026
3,12,4,descending,48922107
6,18,22,ascending,1865179
7,15,12,descending,4367
11,15,16,ascending,637
9,12,11,ascending,438815
9,21,6,ascending,56
11,15,23,ascending,2817
10,18,10,ascending,47071
0,12,20,descending,227444873
2,15,15,ascending,148746261
5,18,20,ascending,2106342
10,15,20,ascending,15851
12,21,15,ascending,3
11,18,2,ascending,4277
4,21,17,ascending,1
7,12,6,descending,442
4,15,12,ascending,173376383
4,12,5,ascending,1432318851
6,18,7,ascending,1726484
11,12,0,ascending,24485
0,18,19,ascending,332
6,18,5,descending,17
4,12,23,ascending,1461408737
1,15,20,ascending,59992771
4,12,1,descending,4004568
12,12,2,ascending,4337
6,18,4,descending,9
1,15,23,ascending,58840163
2,15,9,descending,2628405
4,15,9,ascending,171662274
9,12,20,ascending,423371
0,15,14,descending,524772
8,15,21,ascending,2021334
1,18,21,ascending,20350
13,12,14,ascending,712
11,12,19,ascending,6140
7,21,18,ascending,73
5,12,20,descending,841910
11,18,4,ascending,8478
4,12,0,ascending,1940426676
4,18,22,descending,110
1,12,22,descending,301955505
7,15,7,ascending,11092097
0,15,2,ascending,6118815
14,12,10,ascending,83
8,15,18,descending,275
6,12,17,ascending,128628891
4,18,5,ascending,1457490
2,18,11,descending,33
5,12,7,ascending,536776423
6,18,12,ascending,1799290
1,15,8,descending,1951985
10,21,19,ascending,33
9,12,2,ascending,542751
12,18,10,ascending,1182
7,15,8,ascending,11051795
10,21,5,ascending,26
5,12,6,ascending,539049605
0,15,4,ascending,7332790
13,21,20,ascending,1
3,15,19,ascending,204382304
5,18,22,ascending,2110456
6,15,8,ascending,40224688
13,18,13,ascending,125
9,15,9,ascending,245178
1,12,19,ascending,1960162831
12,21,3,ascending,1
2,15,6,ascending,141636226
0,15,13,ascending,8007028
1,18,18,ascending,20057
10,12,22,ascending,92037
9,18,20,ascending,188846
4,12,2,ascending,1497705918
3,18,13,descending,89
11,12,4,ascending,7238
2,15,19,ascending,149845286
7,12,19,ascending,22005393
0,15,16,descending,531550
14,18,9,ascending,10
12,18,5,ascending,1246
11,15,6,ascending,667
9,18,3,ascending,143907
0,12,9,descending,219274823
4,18,4,ascending,1386930
12,18,14,ascending,1210
3,15,3,ascending,180236835
7,12,22,ascending,21954102
11,15,9,ascending,658
11,15,3,ascending,581
7,18,23,ascending,1195119
8,12,9,ascending,2937590
2,12,2,ascending,2920760221
4,12,2,descending,6759131
8,15,19,ascending,2019774
6,18,3,ascending,1368729
12,18,18,ascending,1151
11,12,18,ascending,6197
5,18,16,ascending,2079324
11,15,2,ascending,490
5,21,6,ascending,10
11,21,19,ascending,10
7,12,16,ascending,22107031
3,12,17,descending,51094158
6,15,18,ascending,40465100
7,18,2,ascending,536312
10,21,23,ascending,33
4,12,17,descending,8968163
0,12,22,descending,227786160
7,21,14,ascending,58
4,12,18,ascending,1397058409
3,12,10,descending,50590973
6,15,8,descending,40659
3,12,11,descending,50683952
6,21,22,ascending,39
0,15,19,descending,537707
3,15,2,descending,919416
5,12,14,ascending,523230267
4,15,13,ascending,173855093
2,12,8,descending,159986997
11,21,20,ascending,14
2,15,6,descending,2547645
7,18,13,ascending,1157050
6,18,17,descending,20
14,12,7,ascending,100
4,21,23,ascending,2
9,18,8,ascending,182833
8,18,17,ascending,546810
10,12,10,ascending,97542
2,15,3,ascending,130989316
4,15,1,ascending,80360028
8,15,5,ascending,2052348
2,18,23,ascending,264675
6,12,17,descending,35722
7,12,11,descending,433
14,12,4,ascending,101
4,18,9,descending,95
1,18,14,descending,10
2,18,3,descending,15
12,21,20,ascending,2
9,12,7,ascending,457827
4,18,20,descending,94
13,18,10,ascending,112
5,21,21,ascending,8
9,21,23,ascending,47
4,12,12,ascending,1406341998
6,15,11,descending,40879
13,18,9,ascending,100
1,18,16,descending,7
14,18,20,ascending,9
4,12,4,ascending,1438156604
5,15,2,ascending,76776413
7,15,10,ascending,11022701
5,12,3,descending,767242
9,15,4,descending,6
13,15,4,ascending,2
5,12,3,ascending,553099536
5,18,2,ascending,948267
5,15,12,ascending,100910210
0,15,11,descending,509601
10,12,17,ascending,93694
8,21,21,ascending,86
9,18,14,ascending,186054
0,15,18,descending,536372
1,15,7,ascending,56352430
6,18,21,descending,18
7,12,13,descending,381
5,15,15,descending,244805
8,15,9,descending,246
5,21,23,ascending,8
9,12,14,ascending,430049
7,18,22,descending,3
8,18,18,ascending,547554
14,18,14,ascending,5
8,18,7,descending,1
1,15,7,descending,1931922
8,18,16,descending,1
14,18,3,ascending,8
3,15,2,ascending,153587466
2,12,15,ascending,2915511307
2,12,9,ascending,2911272804
5,12,22,ascending,519415993
3,12,9,descending,50506873
0,15,7,ascending,7597811
3,15,12,descending,1974525
0,15,20,descending,539180
0,12,7,ascending,513499473
2,18,11,ascending,219168
13,21,14,ascending,1
3,15,11,descending,1957200
9,18,23,ascending,187419
12,21,4,ascending,3
8,15,4,descending,239
5,15,13,ascending,101092424
3,12,18,descending,51112535
11,15,18,ascending,657
11,21,6,ascending,9
4,15,19,descending,896044
8,12,6,ascending,3018134
2,15,8,ascending,143412785
1,15,5,descending,1873160
5,15,18,ascending,101684848
13,12,19,ascending,668
3,12,20,descending,51166549
2,18,19,ascending,233794
5,21,11,ascending,12
4,15,7,ascending,170589951
4,15,8,ascending,171067169
5,18,4,ascending,1780041
12,12,11,ascending,3283
7,18,5,ascending,1085211
14,12,1,ascending,185
1,12,3,ascending,1920135138
4,15,13,descending,878130
12,12,18,ascending,3073
6,18,6,descending,28
5,15,8,ascending,100164014
6,12,4,ascending,136643730
3,18,12,ascending,806418
12,18,15,ascending,1195
4,12,13,ascending,1403789033
0,15,6,descending,478244
10,21,7,ascending,31
11,15,5,ascending,668
2,18,16,descending,39
2,12,13,ascending,2914704611
3,15,7,descending,1888479
8,21,23,ascending,79
3,18,22,descending,89
13,18,21,ascending,129
9,15,22,descending,10
3,18,22,ascending,846654
0,12,23,ascending,555744948
12,21,7,ascending,1
2,12,15,descending,162945915
2,12,5,descending,158015333
1,12,21,ascending,1961056645
3,18,23,ascending,837533
0,12,4,descending,209895532
4,15,15,ascending,174609924
8,12,5,ascending,3044556
5,15,11,ascending,100692887
3,18,10,ascending,782666
10,12,16,ascending,93241
6,21,5,ascending,32
7,21,17,ascending,80
4,15,10,descending,861408
8,21,3,ascending,36
1,12,15,descending,299668973
2,15,4,descending,2381299
9,18,6,ascending,181675
10,12,21,ascending,93069
12,18,20,ascending,1188
0,18,14,ascending,330
10,12,13,ascending,95090
9,15,21,ascending,240591
6,15,15,ascending,40391420
8,15,12,descending,289
6,12,0,ascending,251064697
3,12,2,descending,38420876
9,21,5,ascending,52
13,15,1,ascending,1
9,12,5,ascending,466016
0,18,8,ascending,300
8,12,18,ascending,2804406
1,12,3,descending,266106916
3,12,16,ascending,2533655560
1,15,20,descending,2128902
0,15,4,descending,447105
4,12,7,ascending,1424840454
2,12,1,ascending,2920238753
2,12,11,descending,161428117
6,12,7,ascending,134028071
10,18,15,ascending,47673
5,12,19,descending,841303
10,15,10,ascending,15894
6,15,3,descending,31818
3,15,13,descending,1987063
6,12,14,descending,35991
12,18,8,ascending,1218
3,12,6,ascending,2556686613
13,12,5,ascending,773
11,15,20,ascending,619
1,15,3,ascending,51924826
9,18,17,ascending,188012
4,12,15,descending,8961789
11,21,12,ascending,11
8,15,21,descending,277
1,18,5,descending,7
2,18,9,descending,29
5,18,14,descending,52
6,12,6,ascending,134752200
9,15,9,descending,4
6,15,5,descending,39278
6,18,18,ascending,1853810
1,15,13,descending,2060173
5,15,11,descending,239516
13,12,15,ascending,672
1,15,22,descending,2135037
5,15,9,ascending,100285014
2,12,1,descending,74143748
2,15,16,descending,2779719
3,18,18,ascending,838882
7,18,7,ascending,1112229
5,12,1,descending,373654
7,12,0,ascending,50316695
7,18,17,ascending,1175877
2,18,3,ascending,163986
7,15,16,descending,4392
11,15,12,ascending,636
13,18,12,ascending,116
