sets,hand_size,deals,hand_type,count
9,15,23,ascending,135355
11,21,12,ascending,6
1,18,21,descending,4
5,12,4,descending,410743
10,15,3,ascending,7332
3,12,22,descending,25578375
1,12,11,descending,147785637
5,15,4,descending,108912
4,12,9,descending,4460353
2,15,23,ascending,75619838
7,18,15,ascending,582891
11,18,13,ascending,4525
13,12,22,ascending,361
11,21,5,ascending,4
4,15,6,ascending,84940588
0,15,10,ascending,3908362
5,15,20,descending,123716
6,15,22,descending,20901
11,21,13,ascending,8
9,15,3,ascending,111810
0,15,22,ascending,4096148
4,12,10,descending,4461292
6,15,9,ascending,20092392
13,21,14,ascending,2
4,12,16,ascending,698791492
1,15,22,descending,1067479
7,15,8,descending,2173
5,21,19,ascending,4
6,12,17,ascending,64259213
4,18,23,ascending,822887
2,15,5,descending,1253170
12,21,23,ascending,1
2,15,9,ascending,72118697
8,12,9,ascending,1466626
11,18,4,ascending,4154
5,15,7,ascending,49971487
13,15,13,ascending,2
8,15,21,ascending,1009449
2,18,2,ascending,51856
13,18,7,ascending,52
10,21,9,ascending,16
3,12,14,descending,25448916
6,18,6,descending,11
7,15,10,ascending,5501641
6,12,2,ascending,73982879
14,12,0,ascending,202
3,12,12,ascending,1268683821
3,18,7,ascending,375306
2,18,23,ascending,132218
4,12,12,ascending,702496059
0,18,4,ascending,138
7,15,18,ascending,5504113
14,12,7,ascending,57
6,18,21,descending,11
5,12,3,ascending,276310124
3,15,8,ascending,98626143
3,15,19,ascending,102094711
0,15,11,descending,254940
0,12,16,ascending,262507173
8,18,3,ascending,206849
5,18,4,ascending,888527
9,15,2,ascending,91963
0,12,4,descending,104843056
3,15,21,descending,1021460
12,18,12,ascending,610
8,15,15,ascending,1010915
4,18,16,descending,54
10,18,15,ascending,24048
6,15,12,descending,20617
6,15,13,ascending,20142003
1,12,2,ascending,950332661
7,21,13,ascending,37
13,18,11,ascending,60
5,18,17,ascending,1040949
4,18,20,descending,51
7,15,5,descending,2081
9,18,3,ascending,71559
7,12,16,ascending,11044199
7,18,21,ascending,592171
5,12,2,descending,317788
3,18,17,ascending,417246
11,18,22,ascending,4662
3,18,10,descending,35
5,21,13,ascending,7
2,15,12,descending,1353885
6,18,10,ascending,884648
6,18,11,ascending,892426
5,12,8,ascending,266969516
11,15,4,ascending,302
7,15,15,ascending,5500577
7,15,12,ascending,5500809
7,15,13,ascending,5495201
3,18,2,ascending,188733
8,15,13,ascending,1009536
2,18,10,descending,27
6,15,12,ascending,20124392
5,15,15,ascending,50639828
0,15,20,ascending,4091140
5,18,9,ascending,982589
6,15,4,ascending,19558215
0,15,19,descending,269132
3,15,19,descending,1018031
4,15,4,descending,390692
10,15,7,ascending,8312
7,21,17,ascending,47
6,12,4,ascending,68261761
8,15,14,descending,122
8,12,2,ascending,1733003
11,12,9,ascending,3273
5,12,7,ascending,268157283
7,12,19,descending,197
5,15,18,ascending,50797038
6,21,8,ascending,20
8,15,21,descending,141
1,12,17,ascending,978591397
6,15,13,descending,20447
6,18,4,ascending,798045
2,18,15,descending,18
10,21,6,ascending,15
3,12,13,descending,25398256
11,21,21,ascending,4
13,21,22,ascending,2
7,12,4,ascending,11894945
11,15,13,ascending,294
8,18,10,ascending,263904
8,15,9,ascending,1017338
4,21,5,ascending,1
0,15,6,ascending,3758053
6,12,14,descending,17835
9,21,7,ascending,30
3,18,6,ascending,370288
9,12,15,ascending,215206
10,12,20,ascending,46382
8,15,5,ascending,1022091
10,21,15,ascending,19
2,15,22,descending,1408352
9,12,20,ascending,211958
5,12,13,ascending,261953350
6,21,17,ascending,17
14,12,1,ascending,95
13,15,7,ascending,1
6,12,15,descending,18113
3,12,17,ascending,1265256239
5,15,21,ascending,50874451
5,15,17,ascending,50754386
8,18,12,ascending,268894
5,18,8,ascending,972019
6,15,11,descending,20424
1,12,4,descending,140751323
6,12,6,descending,18299
6,21,14,ascending,27
8,18,13,ascending,269101
2,12,20,ascending,1456709631
1,18,19,descending,5
5,21,3,ascending,1
13,15,12,ascending,3
7,12,15,descending,206
9,15,2,descending,2
8,18,14,ascending,270572
3,12,21,ascending,1264206582
0,15,5,ascending,3724582
4,12,11,descending,4465014
11,12,1,ascending,5904
0,12,3,descending,99366212
0,15,14,ascending,4020599
3,12,2,ascending,1309602238
3,15,1,ascending,47235924
11,18,14,ascending,4618
5,12,9,ascending,265733487
0,12,8,ascending,257465615
2,12,5,descending,78929213
9,12,18,ascending,212530
2,18,18,ascending,116175
1,18,18,ascending,10024
4,15,7,descending,421624
10,18,20,ascending,24181
7,15,19,descending,2181
12,18,5,ascending,582
8,15,13,descending,127
8,15,17,descending,123
5,21,22,ascending,8
3,15,18,ascending,101978053
8,12,22,ascending,1394689
3,12,19,ascending,1264627900
8,12,18,ascending,1397368
3,18,20,ascending,420861
13,18,20,ascending,66
11,15,9,ascending,324
5,18,22,ascending,1054507
2,18,3,descending,10
5,15,12,descending,120537
5,12,19,descending,420878
10,12,15,ascending,47072
1,15,20,descending,1063090
7,12,1,descending,97
9,15,16,descending,9
3,15,20,descending,1018997
11,21,9,ascending,4
3,12,1,descending,11473893
1,12,17,descending,150222515
9,15,8,ascending,122901
3,15,16,descending,1009850
11,12,13,ascending,3229
4,12,13,descending,4466936
3,15,11,descending,979109
3,18,14,descending,51
5,18,2,ascending,472178
9,18,8,ascending,91459
11,21,7,ascending,7
13,12,9,ascending,377
8,21,13,ascending,41
2,12,22,ascending,1456747818
14,12,15,ascending,44
9,15,9,ascending,122618
8,18,9,descending,1
5,18,8,descending,28
1,15,16,ascending,29759181
10,12,19,ascending,45812
5,18,15,descending,29
9,21,8,ascending,36
2,12,5,ascending,1452102635
4,15,15,descending,442659
12,12,8,ascending,1640
7,21,15,ascending,33
9,12,4,ascending,236418
0,12,4,ascending,254343804
1,12,6,ascending,963788135
2,15,10,descending,1326981
6,18,5,ascending,841984
1,18,6,descending,4
2,15,14,ascending,74080421
1,12,12,ascending,974749872
4,15,2,ascending,65961316
5,12,16,descending,420682
4,15,18,descending,448923
0,18,23,ascending,2590
11,18,11,ascending,4430
2,18,16,ascending,114694
5,21,12,ascending,3
7,18,8,descending,3
12,21,21,ascending,5
13,15,2,ascending,2
12,18,21,ascending,603
9,18,14,ascending,92840
14,12,8,ascending,31
1,18,14,descending,2
6,21,22,ascending,25
6,21,4,ascending,22
11,21,6,ascending,3
5,18,14,ascending,1028457
3,15,23,ascending,103786715
6,18,21,ascending,930996
9,12,11,ascending,218895
12,12,12,ascending,1604
2,18,17,descending,24
12,21,4,ascending,1
10,21,4,ascending,9
8,21,18,ascending,45
8,21,22,ascending,44
1,18,15,ascending,9835
3,18,5,ascending,363303
2,12,15,ascending,1456390171
4,18,22,descending,61
0,18,3,ascending,117
6,12,5,ascending,67696516
5,18,9,descending,20
7,18,7,descending,3
11,12,16,ascending,3104
14,18,20,ascending,5
2,18,11,ascending,109457
7,21,3,ascending,11
12,12,23,ascending,6175
8,15,22,descending,130
5,21,20,ascending,7
12,15,15,ascending,1
7,18,17,descending,1
8,12,11,ascending,1440532
8,15,16,ascending,1009022
9,18,22,ascending,94612
10,15,8,ascending,8048
0,12,14,ascending,261846336
1,12,16,ascending,978106252
4,18,10,descending,49
9,21,15,ascending,33
15,18,15,ascending,1
9,21,19,ascending,16
1,12,13,ascending,975846902
2,18,15,ascending,114148
7,15,17,descending,2170
5,12,13,descending,420029
5,18,3,ascending,764176
10,18,13,ascending,23565
6,18,18,ascending,927020
2,12,18,descending,81692286
9,18,5,ascending,89120
2,12,7,ascending,1452931099
2,15,13,descending,1364753
1,18,8,ascending,8836
7,15,14,descending,2199
10,15,14,ascending,8000
5,12,5,ascending,270381005
2,12,1,ascending,1458708546
10,18,17,ascending,23580
1,18,14,ascending,9497
1,18,22,ascending,10291
6,21,10,ascending,26
4,18,13,ascending,805636
1,12,9,ascending,969797765
6,12,4,descending,17874
13,12,10,ascending,366
11,21,23,ascending,13
11,15,5,ascending,350
11,21,4,ascending,5
11,12,0,ascending,12140
7,18,19,descending,3
1,18,16,descending,4
4,21,18,ascending,1
5,12,21,descending,419720
13,15,23,ascending,16
3,12,20,ascending,1264431565
3,15,15,ascending,101496326
4,15,23,ascending,87547231
6,18,3,ascending,684759
9,15,13,ascending,120517
4,18,22,ascending,834809
4,12,18,descending,4480435
1,18,12,ascending,9540
10,18,5,ascending,23188
10,15,1,ascending,3459
5,12,15,ascending,260907480
0,18,14,descending,1
7,15,8,ascending,5519519
8,12,8,ascending,1479725
6,18,15,ascending,917836
5,15,11,descending,119032
5,12,3,descending,384777
11,21,19,ascending,6
0,12,15,descending,112695946
7,12,2,ascending,13157346
10,12,12,ascending,47495
6,12,8,ascending,66527689
6,15,8,ascending,20100674
2,18,8,descending,25
7,12,18,descending,193
10,18,6,ascending,23298
0,18,2,ascending,70
2,12,11,descending,80648805
5,12,18,ascending,260014151
8,18,21,ascending,274973
5,18,16,descending,31
6,18,17,descending,11
3,12,5,descending,24973972
7,18,11,ascending,571456
0,12,1,ascending,230858961
10,12,5,ascending,51544
0,12,11,ascending,260127242
1,15,19,ascending,29938292
0,15,3,ascending,3504649
0,18,6,ascending,145
0,15,4,ascending,3666851
9,12,6,ascending,231332
7,12,14,ascending,11108555
3,15,22,ascending,102300370
0,12,18,descending,113370166
13,12,4,ascending,414
7,12,17,descending,215
6,18,11,descending,9
9,12,0,ascending,633621
12,12,6,ascending,1774
10,21,23,ascending,18
2,12,3,ascending,1455014089
8,15,7,descending,129
14,18,10,ascending,3
0,12,17,ascending,262753995
5,18,13,ascending,1019623
4,12,5,ascending,715513112
5,21,16,ascending,4
3,12,19,descending,25552943
8,15,6,ascending,1029193
8,15,2,descending,62
5,15,16,ascending,50705520
4,12,6,descending,4466909
6,18,23,ascending,937710
2,15,2,descending,631125
14,12,16,ascending,40
11,21,8,ascending,4
2,15,15,descending,1382687
1,15,21,ascending,30002576
2,18,9,ascending,106040
7,12,9,descending,206
9,15,22,descending,9
3,12,12,descending,25365365
