sets,hand_size,deals,hand_type,count
12,21,6,ascending,2
10,12,17,ascending,93087
4,21,16,ascending,1
5,12,9,descending,845536
3,12,20,descending,51244451
5,15,19,descending,246788
8,15,12,ascending,2026554
6,18,8,descending,18
5,18,15,descending,57
3,15,12,descending,1975501
1,15,19,descending,2126353
4,15,4,descending,781300
5,18,18,ascending,2100023
10,21,15,ascending,26
6,18,19,ascending,1862300
4,12,11,descending,8954805
0,12,15,ascending,525691336
8,12,11,ascending,2891808
7,15,2,descending,2027
1,15,14,descending,2079590
5,18,3,descending,19
14,18,10,ascending,7
1,12,8,descending,292323456
5,15,22,descending,247793
10,18,12,ascending,47369
0,18,11,descending,1
9,12,1,ascending,701266
1,12,18,ascending,1962556976
0,12,18,ascending,527132667
4,21,12,ascending,1
8,21,9,ascending,75
0,12,8,ascending,516173589
4,18,20,ascending,1668272
3,18,18,descending,87
11,15,6,ascending,688
6,18,22,descending,19
2,12,7,ascending,2912714473
11,12,17,ascending,6033
5,18,4,descending,54
1,18,10,ascending,18269
7,18,3,descending,1
8,15,1,ascending,905157
6,12,8,descending,36357
15,18,18,ascending,1
3,15,3,descending,1497495
7,12,14,ascending,22265350
9,12,5,ascending,467540
2,15,17,ascending,149669303
6,15,11,ascending,40313913
1,12,10,descending,294988992
1,12,0,ascending,1565224459
3,18,11,ascending,796679
1,18,9,ascending,17920
11,12,15,ascending,6225
2,15,20,ascending,150227364
5,15,10,ascending,100648825
1,15,10,ascending,57838903
1,15,1,ascending,28465113
11,21,17,ascending,11
9,15,7,descending,11
5,18,12,ascending,2030917
14,12,6,ascending,104
0,12,21,ascending,527793617
8,21,11,ascending,68
6,15,4,ascending,39219023
1,15,4,descending,1789687
7,18,10,ascending,1136220
5,12,14,descending,842377
10,21,9,ascending,31
7,18,18,ascending,1181558
2,15,7,descending,2580613
0,15,7,ascending,7608049
4,12,7,descending,8955812
5,21,12,ascending,9
14,18,13,ascending,10
5,15,13,descending,241988
5,12,14,ascending,524024940
2,12,3,ascending,2917030713
8,12,23,ascending,4764800
1,15,7,ascending,56421885
10,12,22,ascending,92388
5,12,16,ascending,522325661
1,12,11,ascending,1951391206
3,18,4,ascending,693307
2,12,14,descending,162885233
4,15,20,descending,899713
12,12,5,ascending,3537
1,18,5,descending,12
13,21,5,ascending,1
5,18,22,descending,60
14,12,11,ascending,79
9,12,16,ascending,426678
1,18,20,ascending,20473
7,21,5,ascending,59
5,21,17,ascending,5
1,18,17,ascending,19917
3,15,18,descending,2034007
7,12,16,ascending,22135331
13,18,2,ascending,41
10,15,13,ascending,15922
0,18,15,descending,1
0,15,16,ascending,8127387
1,12,12,ascending,1954166365
14,18,6,ascending,7
1,18,18,descending,10
2,15,13,ascending,147948275
8,15,21,descending,276
11,15,3,ascending,592
5,12,17,descending,843746
5,18,12,descending,56
13,15,11,ascending,1
4,21,23,ascending,1
1,18,23,ascending,9519
9,15,14,ascending,240688
3,18,22,descending,97
5,15,12,descending,241540
13,18,21,ascending,113
8,18,11,descending,2
4,18,8,ascending,1523932
0,12,17,descending,226939235
1,12,19,descending,301837010
4,15,21,ascending,175865017
2,15,13,descending,2736183
9,21,18,ascending,60
7,18,6,ascending,1105359
2,18,5,descending,41
4,18,23,ascending,1648869
8,15,6,descending,258
4,15,12,ascending,173648877
4,15,8,ascending,171348095
2,12,15,ascending,2919818755
6,12,2,ascending,148343961
1,15,13,descending,2066052
4,12,8,ascending,1422960447
3,15,6,descending,1875408
6,12,6,descending,36561
6,12,18,descending,36136
13,12,22,ascending,715
2,18,12,ascending,222431
13,18,19,ascending,117
6,15,8,ascending,40283635
12,12,17,ascending,3073
3,18,7,descending,86
4,21,18,ascending,1
2,18,6,descending,36
3,12,10,descending,50675509
5,15,14,descending,242731
1,18,21,descending,13
14,18,8,ascending,7
4,12,17,descending,8981607
10,18,15,ascending,47846
13,21,8,ascending,1
6,18,16,ascending,1844600
5,18,16,ascending,2085446
6,15,19,descending,42070
1,18,14,ascending,19615
2,18,20,descending,43
4,15,6,ascending,170273685
7,21,10,ascending,54
6,21,16,ascending,51
10,18,17,ascending,47896
3,15,13,descending,1991035
10,21,11,ascending,33
8,18,21,descending,2
1,15,6,descending,1912505
4,15,18,ascending,175530600
1,15,2,ascending,45016394
4,12,2,descending,6767697
6,15,17,descending,41904
7,12,8,descending,445
2,12,20,descending,163997329
3,15,3,ascending,180493747
7,12,4,ascending,23848092
7,12,18,descending,417
11,15,19,ascending,655
6,21,22,ascending,50
11,15,5,ascending,660
6,18,21,descending,28
6,12,20,descending,36095
11,15,10,ascending,650
12,18,9,ascending,1239
3,15,20,descending,2045407
2,15,8,descending,2607670
8,15,9,ascending,2039885
13,12,13,ascending,698
7,21,11,ascending,87
3,18,15,descending,87
6,18,18,ascending,1855082
7,18,18,descending,3
14,21,13,ascending,1
13,21,22,ascending,2
7,15,7,ascending,11096700
5,12,23,ascending,489001644
3,15,6,ascending,195918883
2,12,18,ascending,2920278091
7,15,18,ascending,11041599
9,15,23,ascending,270513
3,18,14,ascending,821346
10,15,14,ascending,15662
10,12,16,ascending,93225
3,12,1,descending,23012756
6,12,19,descending,35990
11,15,8,ascending,654
0,12,0,ascending,348317884
0,15,15,ascending,8098919
6,12,0,ascending,251461559
8,21,21,ascending,78
2,15,20,descending,2814421
3,15,8,ascending,197736438
5,18,22,ascending,2111368
5,12,16,descending,843669
3,18,19,descending,93
6,21,13,ascending,43
9,15,5,descending,10
7,18,20,ascending,1186121
8,15,7,ascending,2058756
5,12,2,descending,636056
6,12,4,descending,35681
4,15,10,ascending,172469586
0,12,3,descending,199194656
7,21,6,ascending,60
11,21,19,ascending,15
5,18,13,descending,64
9,15,2,descending,2
9,15,10,descending,9
0,12,15,descending,225948006
8,18,5,descending,1
0,18,20,descending,2
15,21,3,ascending,1
3,18,10,ascending,784891
3,15,12,ascending,201543924
0,15,19,descending,539016
4,18,20,descending,95
13,21,14,ascending,1
3,18,20,descending,107
2,15,3,descending,2053812
10,21,4,ascending,12
0,15,5,ascending,7465065
12,18,18,ascending,1212
6,12,12,descending,36066
4,18,19,descending,97
9,15,13,ascending,241292
5,12,4,descending,826544
8,12,15,ascending,2828587
6,12,17,descending,36041
12,12,19,ascending,3023
4,15,10,descending,861168
3,15,14,ascending,202923555
4,18,9,ascending,1544268
12,12,21,ascending,3096
5,15,22,ascending,102008111
0,12,6,ascending,512561290
3,12,8,ascending,2554665377
1,12,7,ascending,1935956612
2,12,4,descending,154995960
2,12,22,descending,164115152
4,18,14,ascending,1628640
1,18,11,ascending,18729
3,18,11,descending,70
0,18,4,descending,1
13,15,6,ascending,1
3,21,21,ascending,1
2,18,17,ascending,231211
6,12,14,descending,36088
4,15,13,descending,878727
11,15,14,ascending,645
4,18,16,descending,125
14,18,15,ascending,10
9,15,4,descending,10
5,21,11,ascending,14
3,12,17,descending,51163017
4,18,19,ascending,1665874
7,15,16,ascending,11025272
9,12,20,ascending,422939
7,18,3,ascending,881641
3,15,22,descending,2047155
9,12,21,ascending,423293
6,12,1,descending,15758
6,15,21,descending,42128
4,12,10,descending,8947639
5,18,15,ascending,2075162
11,18,6,ascending,9032
0,15,11,ascending,7901745
9,12,23,ascending,109503
6,18,20,ascending,1864024
0,18,23,ascending,5263
13,18,22,ascending,116
1,15,7,descending,1934012
1,18,20,descending,8
5,18,6,descending,54
2,12,19,descending,163888614
7,18,21,ascending,1187134
11,18,7,ascending,9189
1,18,7,ascending,17481
0,18,18,descending,1
8,21,18,ascending,75
8,18,13,ascending,540277
0,15,18,ascending,8169193
5,12,15,descending,843436
12,18,21,ascending,1183
8,15,15,descending,301
6,18,15,descending,21
13,21,21,ascending,4
7,15,5,descending,4216
3,15,8,descending,1907332
11,18,15,ascending,8923
4,18,17,descending,106
4,15,11,ascending,173085229
10,12,5,ascending,104178
14,21,11,ascending,1
9,21,19,ascending,61
8,15,5,ascending,2052580
1,18,3,descending,6
11,21,13,ascending,8
13,15,13,ascending,3
5,18,13,ascending,2045860
7,18,11,ascending,1145477
8,21,10,ascending,97
10,21,23,ascending,37
5,18,11,descending,45
6,15,15,descending,41702
12,12,3,ascending,3731
3,15,16,ascending,203874978
4,15,2,ascending,132268321
4,12,1,descending,4012558
5,15,21,descending,247312
10,18,10,ascending,47183
7,15,6,descending,4187
7,21,17,ascending,106
4,12,12,descending,8958110
1,15,11,ascending,58270823
11,18,23,ascending,8199
4,12,4,descending,8699393
10,12,3,ascending,110089
6,12,9,ascending,132577708
9,18,4,ascending,168971
11,18,14,ascending,8885
14,18,19,ascending,11
5,21,19,ascending,8
0,12,1,descending,104722107
6,12,20,ascending,128467219
0,18,10,descending,3
9,21,22,ascending,61
8,12,9,ascending,2942071
1,12,4,ascending,1927361652
11,21,8,ascending,10
8,18,7,ascending,524706
3,15,13,ascending,202299814
3,12,2,ascending,2625426808
4,15,6,descending,836773
2,18,21,descending,40
14,18,22,ascending,16
8,12,4,ascending,3082987
7,18,22,ascending,1185631
10,18,16,ascending,47531
14,18,18,ascending,9
15,21,21,ascending,1
5,12,6,ascending,539884125
7,18,7,ascending,1112911
3,15,20,ascending,204828248
3,15,4,descending,1752418
12,12,23,ascending,12192
5,12,21,ascending,520370704
11,18,16,ascending,9185
1,15,15,descending,2093616
4,18,3,ascending,1201593
0,15,13,ascending,8018954
2,15,12,descending,2712573
13,12,21,ascending,647
2,12,19,ascending,2920383249
5,15,21,ascending,101983663
1,15,18,descending,2122396
0,18,21,ascending,349
4,12,0,ascending,1943160867
2,15,17,descending,2796905
3,18,8,descending,98
6,15,5,descending,39775
0,18,22,ascending,325
7,21,9,ascending,76
13,21,18,ascending,1
13,15,5,ascending,3
4,21,10,ascending,1
0,18,5,descending,1
0,15,2,descending,243726
12,18,10,ascending,1229
7,15,20,descending,4407
5,18,9,descending,66
3,12,14,ascending,2539827954
5,12,19,ascending,520935925
6,12,10,descending,36199
2,18,7,descending,37
1,12,16,ascending,1960846282
5,18,11,ascending,2012573
3,12,7,descending,50474459
1,15,2,descending,959436
7,18,2,ascending,537550
4,18,10,descending,90
13,18,6,ascending,124
3,18,13,ascending,814381
11,15,22,ascending,636
8,12,6,ascending,3020580
9,15,9,descending,9
8,18,4,descending,3
11,21,7,ascending,4
9,12,13,ascending,433611
7,15,7,descending,4335
9,18,15,ascending,186193
2,15,9,ascending,144582124
9,18,6,ascending,182174
6,18,3,descending,12
3,15,4,ascending,190781325
12,12,8,ascending,3334
3,15,17,ascending,204199574
6,12,13,descending,36121
9,18,4,descending,1
7,21,7,ascending,72
4,12,18,descending,8992126
11,18,21,ascending,9010
4,15,17,descending,893976
3,12,14,descending,51012429
8,18,18,ascending,548792
3,15,15,ascending,203457281
8,15,3,descending,194
0,12,5,ascending,511247111
2,12,3,descending,145828505
6,15,12,descending,41544
1,18,4,ascending,15935
2,15,1,ascending,70220329
13,12,11,ascending,724
5,12,2,ascending,579235525
11,15,11,ascending,614
2,18,18,descending,52
13,18,4,ascending,117
5,12,22,ascending,520188796
14,12,19,ascending,83
14,18,16,ascending,7
13,21,9,ascending,1
8,18,6,ascending,519389
9,18,9,ascending,182578
7,15,17,descending,4413
3,12,16,ascending,2537441350
10,15,18,ascending,15782
11,12,20,ascending,6167
3,15,21,ascending,204969740
3,15,1,ascending,94699751
4,18,13,descending,101
10,12,1,ascending,165125
5,21,20,ascending,13
7,18,14,ascending,1165711
7,12,3,descending,363
14,12,10,ascending,78
6,21,12,ascending,43
15,18,5,ascending,1
11,18,20,ascending,8966
8,18,8,descending,1
3,15,2,descending,920191
