sets,hand_size,deals,hand_type,count
13,12,5,ascending,826
5,18,3,descending,28
11,21,23,ascending,14
3,15,5,descending,1846617
10,18,7,ascending,47109
0,15,15,descending,529254
4,18,15,ascending,1639295
2,12,17,ascending,2924906954
1,12,22,descending,302863569
3,15,3,ascending,180804598
8,15,9,ascending,2045255
6,15,2,ascending,30732116
9,18,6,ascending,182008
8,15,3,descending,219
2,18,3,ascending,166115
5,12,6,ascending,540747418
4,18,10,ascending,1567766
3,12,16,ascending,2541616809
11,18,2,ascending,4250
1,12,8,ascending,1943200308
7,21,6,ascending,61
7,15,17,ascending,11049705
5,12,18,descending,845752
9,18,19,ascending,188111
14,12,7,ascending,99
1,12,6,ascending,1935392427
8,21,9,ascending,81
11,21,18,ascending,7
1,12,4,ascending,1930526239
2,18,10,descending,37
9,15,5,descending,12
12,15,5,ascending,1
0,15,22,descending,542956
8,18,23,ascending,556575
5,15,14,descending,243982
4,21,20,ascending,3
5,12,14,descending,843254
7,12,4,ascending,23902438
4,21,16,ascending,1
13,21,9,ascending,1
0,15,3,ascending,7033774
11,21,3,ascending,4
7,15,14,descending,4386
3,12,6,ascending,2564644384
3,12,11,ascending,2549978583
0,15,7,descending,485074
6,12,12,ascending,130673880
4,18,5,descending,90
5,21,8,ascending,7
13,18,20,ascending,118
0,18,6,ascending,287
6,12,1,ascending,173771785
9,18,3,ascending,144139
7,21,18,ascending,78
6,12,15,ascending,129495784
6,12,14,descending,35941
9,15,21,descending,10
0,18,7,descending,2
5,18,21,ascending,2115745
1,15,9,ascending,57466852
1,15,14,descending,2084106
4,15,6,descending,838504
14,18,16,ascending,9
8,18,12,ascending,538691
9,21,22,ascending,76
0,12,2,ascending,498082070
13,15,8,ascending,1
7,12,9,ascending,22960448
5,18,15,ascending,2075269
9,15,4,ascending,242773
4,12,6,descending,8965052
13,12,19,ascending,619
6,21,10,ascending,48
9,12,17,ascending,426163
10,21,16,ascending,33
3,12,17,ascending,2540707538
5,15,22,descending,248060
1,18,23,ascending,9329
9,21,18,ascending,50
0,12,5,ascending,512033795
2,12,14,descending,163151043
9,15,23,ascending,271026
11,18,13,ascending,9048
8,15,20,descending,290
0,12,23,ascending,557452822
12,12,5,ascending,3480
11,21,21,ascending,13
8,12,5,ascending,3051413
5,12,1,ascending,652502180
4,12,18,ascending,1401433374
5,15,7,ascending,100356872
4,12,17,descending,9001819
14,12,19,ascending,93
2,15,23,ascending,151872020
7,15,21,ascending,11056473
7,18,10,ascending,1137389
9,18,4,ascending,169290
9,21,16,ascending,64
6,18,11,descending,21
7,21,13,ascending,85
0,15,20,descending,540337
11,21,10,ascending,10
10,15,12,ascending,15861
12,21,23,ascending,2
7,15,13,descending,4395
11,15,18,ascending,623
9,21,11,ascending,48
2,18,12,ascending,222710
1,12,11,descending,296843975
5,15,22,ascending,102172310
7,18,20,ascending,1186209
7,12,12,descending,407
0,15,23,ascending,7777405
2,15,12,descending,2719155
5,12,6,descending,849280
13,18,7,ascending,120
11,21,4,ascending,10
2,12,8,descending,160491744
8,18,21,ascending,551635
5,12,1,descending,375937
9,21,6,ascending,53
10,21,4,ascending,21
11,15,16,ascending,625
10,15,10,ascending,16253
9,15,19,ascending,241365
6,18,20,descending,21
5,21,6,ascending,9
10,21,7,ascending,26
6,18,4,descending,6
3,18,13,descending,85
3,18,22,descending,96
1,12,21,descending,302726244
1,15,20,descending,2136576
12,12,2,ascending,4204
7,18,17,ascending,1182633
5,18,12,ascending,2035491
2,12,7,ascending,2917590562
1,12,23,ascending,1922219717
5,12,19,ascending,521784289
0,12,2,descending,170438592
8,12,9,ascending,2948922
9,12,20,ascending,424417
1,18,22,ascending,20407
6,15,8,ascending,40349557
10,18,2,ascending,22316
9,15,10,descending,8
4,12,15,ascending,1404492059
5,12,20,ascending,521477047
5,18,7,ascending,1929689
12,18,19,ascending,1260
10,21,8,ascending,26
13,21,12,ascending,1
5,12,4,descending,826264
1,15,11,ascending,58386992
1,12,2,descending,226542632
1,15,9,descending,1982681
10,18,18,ascending,48133
10,15,9,ascending,16356
11,12,9,ascending,6773
0,12,15,descending,226285151
1,15,3,ascending,52092852
9,12,19,ascending,424266
8,15,15,descending,285
12,12,9,ascending,3195
11,12,15,ascending,6323
8,21,19,ascending,82
5,15,8,descending,235445
13,15,3,ascending,2
8,12,2,ascending,3479747
5,18,13,ascending,2049346
8,18,18,ascending,549508
7,18,7,descending,3
13,15,2,ascending,1
5,15,21,ascending,102146292
1,18,10,descending,12
3,12,2,ascending,2629779928
0,12,20,ascending,528519333
9,18,14,ascending,186103
10,12,1,ascending,164800
3,12,19,descending,51309019
10,15,5,ascending,16627
12,21,15,ascending,5
7,18,6,descending,5
4,12,1,descending,4018226
9,15,13,descending,2
7,18,14,descending,5
2,15,3,descending,2057553
2,18,17,descending,39
11,21,16,ascending,14
8,12,14,ascending,2843335
13,18,18,ascending,131
7,15,23,ascending,11387379
0,15,10,descending,505239
4,18,21,descending,121
0,15,16,ascending,8142255
11,15,1,ascending,267
13,12,6,ascending,792
1,18,2,ascending,9046
2,18,16,descending,37
13,18,15,ascending,119
14,12,3,ascending,116
5,18,9,descending,48
6,21,17,ascending,44
15,18,10,ascending,1
2,15,14,ascending,148742040
7,15,10,descending,4268
5,21,19,ascending,7
11,21,14,ascending,13
2,15,18,ascending,150128976
3,21,19,ascending,1
6,12,19,descending,35753
7,18,16,ascending,1174245
0,12,13,ascending,524897314
4,15,1,ascending,80602226
9,21,17,ascending,54
4,15,4,descending,781428
0,15,8,ascending,7695553
0,12,8,ascending,517044722
9,12,21,ascending,424092
10,12,8,ascending,100419
2,15,5,ascending,140913140
1,18,16,ascending,19900
11,18,21,ascending,9110
11,12,8,ascending,6683
10,12,22,ascending,92433
4,15,19,ascending,176004404
8,18,5,ascending,514357
3,12,3,ascending,2588459254
0,12,1,descending,104868782
5,15,14,ascending,101571962
2,15,17,descending,2798631
10,18,15,ascending,47947
6,12,8,descending,36345
2,12,17,descending,163869877
7,12,6,ascending,23490256
1,18,22,descending,10
8,12,3,ascending,3189960
4,18,12,ascending,1601513
3,15,1,ascending,94831335
4,18,16,ascending,1650756
2,15,4,ascending,138377359
7,18,5,ascending,1089972
12,18,16,ascending,1199
14,12,16,ascending,88
11,15,22,ascending,650
11,12,5,ascending,6941
4,12,23,ascending,1465898000
2,18,7,descending,47
4,18,20,descending,107
5,12,21,descending,846020
13,21,19,ascending,2
9,12,2,ascending,544636
12,18,9,ascending,1209
5,18,15,descending,60
14,12,6,ascending,93
9,18,7,ascending,181774
4,21,21,ascending,3
10,21,6,ascending,27
14,21,14,ascending,1
