sets,hand_size,deals,hand_type,count
6,18,15,descending,22
3,15,6,ascending,196408649
4,15,21,ascending,176379552
2,12,20,descending,164456114
2,15,10,ascending,145956399
1,12,17,ascending,1967387249
2,12,21,descending,164508940
4,15,14,descending,887542
8,18,9,ascending,531299
7,18,6,ascending,1108945
6,12,18,descending,36101
2,15,6,descending,2558775
6,12,1,descending,15925
6,12,17,descending,35929
7,12,6,descending,460
7,12,3,descending,370
8,21,17,ascending,56
7,12,18,descending,417
10,15,21,ascending,15958
7,21,11,ascending,77
0,15,21,descending,542884
6,21,8,ascending,33
13,15,20,ascending,1
1,18,18,ascending,20154
6,15,8,descending,40330
5,15,5,descending,230138
8,18,7,ascending,526939
1,15,21,ascending,60329015
3,12,3,descending,46068344
0,15,23,ascending,7787155
0,12,10,descending,221561812
10,18,20,ascending,48253
0,12,19,ascending,528841288
8,21,13,ascending,71
6,21,5,ascending,29
14,12,3,ascending,95
9,18,13,ascending,186207
13,18,10,ascending,104
0,18,4,ascending,246
5,12,5,descending,847367
11,12,13,ascending,6275
5,12,17,descending,843836
1,12,18,ascending,1968146488
5,12,18,ascending,522784636
9,15,13,ascending,242357
11,12,8,ascending,6728
7,12,22,descending,405
5,15,16,ascending,101942232
2,12,12,ascending,2926752159
1,15,16,ascending,59833817
7,12,23,ascending,25135262
4,12,2,ascending,1504260354
6,12,21,ascending,128748001
10,18,11,ascending,47517
12,12,16,ascending,3011
2,15,9,descending,2639550
0,15,15,descending,531193
9,21,6,ascending,42
4,15,22,ascending,176469728
4,15,6,ascending,170776773
2,12,17,descending,164078502
6,15,14,descending,41921
10,12,12,ascending,95945
2,15,4,ascending,138544164
3,15,15,ascending,204029308
0,12,17,ascending,528247118
6,18,6,ascending,1718926
5,18,5,ascending,1879185
8,15,18,descending,274
7,18,8,ascending,1122961
13,12,1,ascending,1427
7,12,2,descending,335
6,18,10,descending,27
4,21,10,ascending,1
5,18,7,ascending,1934940
0,12,16,descending,227156338
11,18,7,ascending,9141
2,18,5,descending,30
1,18,6,ascending,17021
8,12,19,ascending,2808221
4,15,8,ascending,171809134
4,12,11,descending,8971086
7,15,6,ascending,11150953
9,12,1,ascending,703050
1,12,4,descending,282966618
6,18,10,ascending,1779586
6,15,12,descending,41506
10,12,4,ascending,105879
3,15,21,descending,2047781
0,18,17,ascending,366
2,12,13,descending,162985401
2,15,11,descending,2694055
0,15,2,descending,244376
11,18,6,ascending,9008
4,18,12,descending,82
10,15,5,ascending,16680
6,12,2,ascending,148747268
5,18,21,descending,67
12,21,7,ascending,3
4,12,7,descending,8977522
7,18,3,ascending,884504
12,21,20,ascending,6
1,12,1,descending,138390632
5,18,11,ascending,2016864
0,12,11,ascending,523005925
9,18,7,ascending,182672
11,21,8,ascending,14
3,12,22,descending,51424810
7,15,1,ascending,4969715
7,12,4,ascending,23924908
5,12,11,descending,843858
12,21,10,ascending,7
2,15,4,descending,2391736
4,15,7,descending,847720
6,12,5,descending,36649
10,12,20,ascending,92690
8,12,3,ascending,3189480
0,18,2,ascending,176
8,18,3,ascending,416340
0,18,9,ascending,320
3,18,16,ascending,833688
7,12,12,ascending,22530310
5,18,19,descending,60
14,12,12,ascending,75
7,18,13,ascending,1162188
4,15,10,descending,865472
4,15,11,descending,870773
1,18,20,ascending,20473
0,12,18,ascending,528608334
12,12,4,ascending,3620
6,12,8,ascending,133783282
7,15,18,descending,4367
6,15,17,descending,42004
12,18,12,ascending,1230
12,18,23,ascending,1013
1,18,8,descending,7
11,15,12,ascending,623
13,15,1,ascending,2
13,21,9,ascending,2
8,18,13,ascending,542290
9,18,21,ascending,189131
0,12,9,ascending,519574445
0,12,1,ascending,464144719
4,18,7,ascending,1510744
7,15,10,descending,4318
11,12,2,ascending,8539
5,21,22,ascending,15
4,15,4,ascending,166265185
11,21,10,ascending,8
7,18,10,descending,4
13,21,16,ascending,1
14,12,6,ascending,105
6,12,11,ascending,131455747
13,18,7,ascending,146
2,12,14,ascending,2927720675
2,18,15,ascending,229913
7,15,6,descending,4259
1,15,19,ascending,60178810
13,15,2,ascending,1
5,15,14,descending,244468
2,12,20,ascending,2928695740
10,21,3,ascending,20
6,15,17,ascending,40621999
5,18,12,descending,51
3,18,5,descending,56
15,18,12,ascending,1
5,21,8,ascending,10
6,18,7,ascending,1735444
10,15,18,ascending,15919
