sets,hand_size,deals,hand_type,count
8,21,20,ascending,102
4,12,6,descending,8932866
14,18,22,ascending,7
1,15,6,descending,1906416
10,12,2,ascending,122314
5,18,8,descending,64
8,15,10,descending,292
9,21,16,ascending,52
13,18,19,ascending,124
4,12,11,ascending,1409244247
3,15,13,ascending,202007525
9,12,20,ascending,424510
14,12,17,ascending,78
9,15,10,descending,6
4,18,7,ascending,1505618
9,15,2,descending,2
5,15,2,ascending,76782789
4,15,15,descending,887212
1,18,4,ascending,15926
13,18,14,ascending,123
4,12,5,descending,8888709
10,18,12,ascending,46713
0,18,7,descending,1
3,15,15,ascending,203133240
5,12,5,ascending,541144727
2,15,2,ascending,112475319
3,15,7,ascending,196529784
3,15,4,ascending,190512423
4,15,7,descending,843332
7,21,14,ascending,82
2,18,20,ascending,232999
7,15,8,ascending,11050099
11,18,21,ascending,8835
5,15,17,ascending,101597323
8,15,19,descending,277
6,21,15,ascending,51
10,21,13,ascending,24
12,21,19,ascending,3
1,18,10,descending,10
11,12,22,ascending,5946
2,12,3,descending,145609660
4,15,5,ascending,168888629
5,18,22,descending,66
1,15,21,descending,2131779
5,21,19,ascending,10
5,12,11,ascending,527635562
2,12,16,ascending,2915710437
8,18,3,ascending,414670
9,12,4,ascending,473889
8,15,17,ascending,2018334
9,18,12,ascending,185362
8,18,4,ascending,486613
2,18,13,ascending,224270
9,15,20,ascending,240192
12,18,11,ascending,1246
8,15,2,ascending,1540374
7,18,7,descending,2
0,12,3,ascending,506386873
5,12,22,descending,841597
6,12,6,ascending,134778488
5,12,16,descending,840276
0,12,20,ascending,526831200
7,12,23,ascending,25033852
8,18,17,ascending,545916
1,15,13,descending,2063527
6,15,18,descending,41867
10,15,9,ascending,16400
7,21,8,ascending,73
2,12,2,descending,122705738
3,15,8,descending,1906793
5,18,6,descending,59
14,21,5,ascending,1
3,18,6,ascending,739714
11,18,9,ascending,8929
11,15,20,ascending,640
0,18,9,ascending,318
3,12,6,descending,50313002
4,15,4,ascending,165555852
10,15,11,ascending,16086
7,12,6,descending,451
0,12,5,descending,213785605
9,12,23,ascending,109413
4,18,14,descending,103
0,15,14,descending,524878
13,21,22,ascending,1
4,12,16,ascending,1398838216
10,12,15,ascending,94412
11,12,9,ascending,6545
1,12,0,ascending,1562815027
1,12,20,ascending,1960628516
3,12,17,ascending,2532731121
0,12,7,ascending,513470652
7,12,20,ascending,21987530
5,15,16,descending,244783
13,12,18,ascending,648
1,12,4,descending,281817385
5,21,11,ascending,16
8,18,18,descending,2
5,21,5,ascending,6
8,18,19,ascending,548320
8,18,11,ascending,534099
1,15,4,ascending,54488594
8,12,6,ascending,3017144
13,18,18,ascending,112
3,12,11,ascending,2542138367
6,18,11,ascending,1787872
0,18,19,ascending,354
12,12,0,ascending,13198
9,15,23,ascending,270154
7,15,11,descending,4287
0,12,15,ascending,524920166
2,15,10,ascending,145331369
11,15,23,ascending,2695
6,21,23,ascending,46
5,15,5,descending,229023
2,15,5,descending,2505062
5,21,10,ascending,6
4,12,14,descending,8955778
3,15,2,descending,918629
15,18,17,ascending,1
3,12,15,ascending,2534716767
5,12,10,ascending,529662375
6,15,12,ascending,40286867
5,12,21,descending,842043
8,15,14,ascending,2020516
10,12,11,ascending,96652
7,12,13,descending,442
6,15,19,descending,41909
6,15,5,ascending,40035694
8,15,8,descending,263
1,12,10,ascending,1945175551
2,18,7,descending,52
3,18,13,ascending,813179
1,18,9,ascending,18221
11,12,20,ascending,6070
4,18,12,ascending,1597386
2,15,20,descending,2811899
12,12,11,ascending,3183
13,18,10,ascending,100
10,21,22,ascending,31
8,15,2,descending,121
5,18,19,ascending,2102331
7,15,18,descending,4393
1,18,5,descending,9
14,18,5,ascending,10
