sets,hand_size,deals,hand_type,count
12,18,3,ascending,2913
2,12,22,descending,494194567
13,18,6,ascending,380
9,15,23,ascending,815960
10,18,6,ascending,141408
2,12,8,ascending,8774410656
4,15,7,ascending,514384828
3,15,18,descending,6128029
3,18,5,ascending,2189872
11,21,22,ascending,28
6,18,22,ascending,5626657
7,15,6,ascending,33476398
5,15,19,ascending,306781082
6,12,15,descending,108785
6,15,4,descending,113338
4,12,7,descending,26961007
1,15,19,ascending,180687034
2,18,9,ascending,639494
13,18,21,ascending,373
0,15,23,ascending,23382483
2,18,18,descending,159
0,18,18,ascending,999
11,21,18,ascending,39
5,21,19,ascending,35
6,12,2,descending,82264
11,12,3,ascending,22309
11,18,6,ascending,27319
12,12,5,ascending,10666
14,21,12,ascending,1
1,18,20,ascending,61263
14,18,4,ascending,29
5,18,22,descending,202
12,15,13,ascending,3
7,12,7,ascending,70090335
9,21,13,ascending,186
4,21,23,ascending,9
8,12,0,ascending,22271846
3,18,10,ascending,2365466
1,12,8,ascending,5841219054
10,12,17,ascending,279931
1,12,13,ascending,5890759197
13,18,17,ascending,347
13,15,9,ascending,7
8,18,4,descending,1
14,21,23,ascending,2
2,12,12,descending,488162821
8,18,7,descending,5
3,15,4,ascending,574485037
3,12,5,descending,150790189
2,18,19,ascending,705212
8,21,16,ascending,263
14,21,10,ascending,1
14,18,10,ascending,30
1,15,19,descending,6404416
9,12,1,ascending,2108421
6,18,17,ascending,5577563
5,18,3,ascending,4618955
5,18,20,descending,167
10,21,13,ascending,93
10,12,7,ascending,305657
6,15,14,descending,125016
7,12,18,descending,1206
5,12,15,descending,2538590
8,18,20,ascending,1655708
1,15,22,ascending,181250339
4,15,13,ascending,524284864
10,18,3,ascending,111263
13,12,19,ascending,2006
8,15,10,ascending,6128825
8,15,2,ascending,4644832
5,18,12,descending,171
7,18,8,ascending,3374199
1,15,23,ascending,177442062
7,21,9,ascending,223
6,15,21,ascending,122133112
6,18,2,ascending,2531678
6,15,9,descending,122608
11,18,8,ascending,27158
7,15,3,descending,10182
4,18,15,descending,298
0,18,17,descending,2
3,21,14,ascending,1
2,18,4,descending,114
6,12,10,ascending,396802090
11,18,20,ascending,27561
0,15,19,descending,1620369
5,21,4,ascending,24
8,15,17,descending,773
9,15,11,ascending,732045
5,12,1,ascending,1961391925
13,21,21,ascending,4
4,21,19,ascending,4
13,18,18,ascending,344
2,12,16,ascending,8791814378
2,15,13,ascending,445410122
8,18,13,descending,3
0,15,20,descending,1624302
5,12,6,ascending,1625397913
9,18,15,ascending,564114
6,15,7,ascending,121358026
14,18,8,ascending,18
6,15,10,ascending,121286569
2,12,17,ascending,8792087326
3,12,16,descending,153902767
9,12,16,ascending,1285781
12,18,18,ascending,3774
13,18,7,ascending,360
6,15,19,descending,126561
1,15,17,ascending,180093218
3,12,2,descending,115813159
10,12,9,ascending,297431
7,12,6,descending,1351
5,15,12,descending,727578
7,12,2,descending,930
12,21,3,ascending,1
12,21,5,ascending,10
0,15,15,descending,1598344
14,18,6,ascending,15
4,18,22,descending,322
9,15,20,ascending,724556
5,15,18,descending,741759
8,15,13,ascending,6093162
4,18,7,descending,252
15,21,23,ascending,1
12,18,10,ascending,3512
1,12,18,ascending,5909090608
11,21,21,ascending,34
14,12,3,ascending,348
7,15,7,ascending,33432999
3,18,17,descending,250
0,12,20,descending,685887761
7,18,3,descending,12
6,21,10,ascending,108
4,15,22,descending,2714432
7,18,6,ascending,3329170
4,18,8,descending,241
9,15,2,descending,10
10,15,23,ascending,58896
8,21,19,ascending,273
1,15,2,descending,2894740
15,18,13,ascending,6
0,18,16,descending,2
1,15,14,ascending,178422254
8,21,9,ascending,222
5,15,3,ascending,275416814
3,15,12,descending,5950379
10,15,16,ascending,47497
0,15,5,descending,1415878
4,12,10,descending,26935223
10,12,11,ascending,291436
5,15,17,descending,740226
9,21,23,ascending,194
11,18,16,ascending,27159
0,12,18,descending,684340456
3,12,9,ascending,7682385315
7,15,11,descending,13137
12,18,11,ascending,3689
6,15,8,descending,122273
5,12,23,ascending,1472322754
13,12,13,ascending,2152
12,15,16,ascending,2
2,15,4,descending,7180388
8,12,18,ascending,8452331
6,12,22,ascending,386371782
0,18,14,descending,3
8,12,8,ascending,8940267
2,12,21,descending,493982827
5,15,9,descending,714906
1,12,10,descending,888242632
7,15,11,ascending,33186361
4,12,16,ascending,4218042205
13,21,18,ascending,4
5,12,22,ascending,1566242034
1,12,7,descending,876523317
11,15,18,ascending,1907
3,18,2,ascending,1137433
5,21,17,ascending,28
2,12,1,ascending,8805276980
3,12,5,ascending,7718444178
3,18,22,descending,271
11,15,16,ascending,1923
4,21,4,ascending,4
10,18,19,ascending,144238
10,12,8,ascending,301913
9,15,21,ascending,723687
3,12,0,ascending,8849526335
4,15,5,descending,2479157
6,18,20,ascending,5608408
12,12,7,ascending,10420
5,18,18,ascending,6321057
7,15,21,ascending,33228799
7,12,16,descending,1287
0,15,9,ascending,23360345
11,15,12,ascending,1927
0,12,17,ascending,1585948824
0,12,21,ascending,1589253715
11,18,19,ascending,27471
8,15,14,ascending,6095555
2,15,12,ascending,443390350
9,15,10,descending,32
10,15,17,ascending,47745
5,15,16,ascending,306105603
5,18,15,ascending,6247218
5,21,8,ascending,26
4,18,3,ascending,3616329
7,21,3,ascending,109
11,15,21,ascending,1872
2,12,9,descending,483787319
3,12,19,descending,154232866
4,21,18,ascending,4
2,12,15,descending,491373843
6,12,9,ascending,399128247
10,21,8,ascending,73
4,12,20,ascending,4209130301
3,12,13,ascending,7652050650
5,15,13,ascending,304847180
13,12,16,ascending,2103
14,12,9,ascending,272
3,21,22,ascending,1
4,12,5,descending,26795258
3,18,13,ascending,2450760
8,18,3,ascending,1248966
8,15,8,descending,839
3,18,18,ascending,2531738
1,18,13,descending,35
7,12,13,ascending,67303465
7,15,20,descending,13323
7,21,19,ascending,248
11,21,10,ascending,29
9,15,15,descending,21
7,21,10,ascending,255
3,15,1,ascending,285115549
1,12,9,descending,884163041
0,15,4,descending,1350036
5,21,23,ascending,38
8,21,4,ascending,177
13,12,14,ascending,2100
9,15,5,descending,34
2,12,19,descending,493424075
11,15,23,ascending,8180
9,18,21,ascending,570283
10,18,21,ascending,145051
13,15,22,ascending,4
8,18,5,descending,2
2,12,7,ascending,8769923243
7,12,5,descending,1304
0,12,11,ascending,1570309107
14,18,17,ascending,25
5,21,16,ascending,34
6,18,10,descending,53
7,18,5,ascending,3274512
0,15,16,descending,1603246
7,12,22,descending,1232
4,18,3,descending,155
14,21,16,ascending,2
10,18,15,ascending,143655
1,15,12,descending,6159562
2,12,10,descending,485309975
7,15,20,ascending,33232183
2,15,5,ascending,423629605
3,12,10,descending,152562437
9,15,17,ascending,725245
2,18,12,descending,133
0,18,2,ascending,489
0,15,22,descending,1631344
3,18,20,descending,257
3,15,8,ascending,595407921
13,18,9,ascending,353
10,18,12,ascending,142411
13,15,4,ascending,3
6,12,17,ascending,387928720
14,18,2,ascending,16
3,12,21,ascending,7631214424
8,15,17,ascending,6087625
1,15,16,descending,6340717
6,15,17,descending,126299
6,18,20,descending,72
7,21,14,ascending,235
1,15,2,ascending,135552623
14,21,9,ascending,1
4,18,10,ascending,4707338
3,12,22,descending,154396731
5,15,15,descending,737981
0,18,12,ascending,984
7,18,4,ascending,3109156
12,15,22,ascending,3
4,15,12,ascending,522808513
1,15,15,descending,6307261
6,15,22,descending,127149
13,21,20,ascending,1
12,21,17,ascending,15
3,15,3,ascending,543476742
8,18,10,descending,3
5,15,6,ascending,301120279
12,18,14,ascending,3683
1,12,13,descending,898904534
12,18,22,ascending,3682
2,15,1,ascending,211389468
6,12,12,ascending,392869397
7,15,17,descending,13215
2,12,0,ascending,8473387975
8,12,20,ascending,8424852
4,15,12,descending,2631939
6,18,8,ascending,5244451
0,15,9,descending,1496248
3,12,12,ascending,7658036646
2,18,23,ascending,797870
3,18,16,descending,244
14,12,17,ascending,241
0,15,5,ascending,22483454
0,15,8,descending,1479498
9,18,3,ascending,433079
11,15,1,ascending,754
7,15,23,ascending,34207891
10,12,18,ascending,280411
4,18,4,descending,226
10,21,7,ascending,74
12,12,20,ascending,9135
7,15,12,descending,13013
2,12,13,descending,489381967
2,15,20,ascending,452271259
6,21,21,ascending,112
11,21,5,ascending,30
7,12,17,descending,1246
11,15,13,ascending,1903
7,12,23,ascending,75500903
10,18,17,ascending,143654
2,15,16,descending,8381181
0,12,8,ascending,1554220582
2,18,13,ascending,678404
7,15,16,ascending,33219118
2,12,17,descending,492644477
2,15,15,descending,8344475
7,18,12,ascending,3467997
4,21,10,ascending,2
9,18,5,ascending,538701
2,18,14,ascending,685588
13,18,12,ascending,336
12,21,9,ascending,10
13,12,22,ascending,2068
4,12,11,ascending,4249428543
2,15,6,descending,7687237
14,12,0,ascending,1427
7,15,17,ascending,33212230
14,12,7,ascending,294
1,18,19,descending,35
2,15,10,descending,8012226
7,12,12,descending,1258
12,15,3,ascending,1
0,15,12,descending,1555752
5,12,8,ascending,1611487095
10,12,21,ascending,279423
5,18,19,ascending,6333369
9,12,15,ascending,1289219
6,12,19,ascending,387046364
8,15,15,ascending,6090237
14,18,12,ascending,21
1,15,16,ascending,179663998
8,18,23,ascending,1672299
3,15,15,descending,6064015
9,12,6,ascending,1391595
2,12,3,descending,439073464
6,12,22,descending,108072
10,15,2,ascending,36291
13,18,8,ascending,327
5,18,18,descending,211
0,18,8,ascending,901
13,18,10,ascending,344
7,12,9,descending,1274
7,15,5,descending,12831
3,18,4,descending,177
8,12,4,ascending,9290084
6,18,7,descending,57
8,12,1,ascending,13132111
8,12,16,ascending,8488725
6,12,15,ascending,389250680
13,21,16,ascending,1
2,12,13,ascending,8788849562
11,15,4,ascending,2071
0,15,16,ascending,24467784
5,18,9,ascending,5929798
3,18,3,descending,126
11,15,2,ascending,1463
5,21,9,ascending,36
4,12,16,descending,27047673
1,18,17,ascending,60669
3,12,17,ascending,7637367862
13,15,12,ascending,2
7,18,13,ascending,3489629
5,12,9,descending,2544284
3,15,14,ascending,611014871
13,15,6,ascending,5
11,12,10,ascending,19536
6,12,18,descending,108398
6,21,17,ascending,107
1,18,18,descending,36
3,15,14,descending,6030753
10,18,13,ascending,142774
1,12,12,descending,895787187
2,12,23,ascending,8792913397
8,12,15,ascending,8518163
12,18,15,ascending,3690
1,18,4,descending,14
0,12,3,ascending,1527019280
0,18,9,descending,3
2,15,4,ascending,415966588
0,12,2,descending,512400744
13,18,4,ascending,330
6,12,2,ascending,446577173
9,15,9,descending,27
4,15,17,descending,2695111
9,12,13,ascending,1302681
7,18,22,ascending,3572878
10,21,20,ascending,99
13,15,11,ascending,3
4,18,16,ascending,4960366
1,15,22,descending,6437290
1,12,5,descending,866474945
6,15,10,descending,123556
6,15,18,descending,126534
13,12,23,ascending,6446
12,18,17,ascending,3574
12,21,16,ascending,8
0,15,7,descending,1458528
8,21,3,ascending,140
2,12,14,ascending,8790009705
0,12,14,ascending,1580607056
1,12,22,ascending,5913787272
0,12,15,ascending,1582818005
15,18,17,ascending,4
0,18,20,descending,3
5,15,8,ascending,301999357
9,18,2,ascending,261111
13,12,0,ascending,9717
6,12,11,descending,109480
12,18,5,ascending,3682
10,21,17,ascending,103
3,18,13,descending,258
7,21,6,ascending,191
8,18,8,descending,2
12,15,17,ascending,1
12,21,7,ascending,12
4,18,9,ascending,4647633
5,15,23,ascending,301811840
15,18,20,ascending,1
1,12,15,ascending,5900637536
2,18,17,descending,137
8,21,17,ascending,247
7,18,12,descending,17
2,15,7,ascending,429674515
3,18,14,descending,257
1,15,3,ascending,156585809
12,12,8,ascending,10004
9,18,6,ascending,548061
14,12,10,ascending,305
4,21,21,ascending,5
4,21,13,ascending,4
8,15,18,ascending,6088048
3,18,15,descending,268
6,12,16,ascending,388511899
11,18,2,ascending,12797
6,15,21,descending,127283
8,12,21,ascending,8413458
0,18,13,ascending,989
6,12,20,descending,108829
0,18,17,ascending,1086
8,15,10,descending,776
9,15,3,descending,19
12,15,11,ascending,1
5,15,15,ascending,305745033
5,12,6,descending,2557191
3,18,3,ascending,1811362
0,15,17,descending,1610727
6,15,4,ascending,118105460
5,15,5,ascending,299297709
6,18,19,descending,83
6,21,11,ascending,133
3,12,9,descending,152316292
3,12,13,descending,153372259
8,12,19,ascending,8436859
9,21,20,ascending,184
5,15,14,descending,736140
4,18,20,descending,284
12,21,6,ascending,9
6,21,7,ascending,101
1,12,21,ascending,5913088002
6,15,22,ascending,122151404
7,15,21,descending,13500
10,21,6,ascending,78
3,18,6,ascending,2231606
3,12,3,ascending,7780602304
4,12,18,descending,27068733
