sets,hand_size,deals,hand_type,count
0,15,7,descending,486481
2,15,5,ascending,141062400
2,15,21,ascending,150760967
8,15,16,ascending,2031629
10,12,10,ascending,98002
11,21,4,ascending,5
11,18,7,ascending,8965
6,18,11,descending,11
1,12,22,descending,303199142
0,18,14,ascending,332
13,15,3,ascending,1
2,12,23,ascending,2928305352
8,18,21,ascending,552460
3,15,6,ascending,196417993
13,21,13,ascending,1
1,12,14,ascending,1963562088
14,12,22,ascending,79
1,18,6,descending,9
8,18,3,descending,2
2,15,4,descending,2392244
2,15,8,descending,2610677
7,18,12,descending,6
5,18,14,ascending,2067117
9,12,7,ascending,459786
0,15,3,ascending,7044288
0,12,6,descending,216338426
2,15,19,descending,2816127
7,15,20,descending,4360
8,12,10,ascending,2922211
5,18,9,descending,47
0,12,10,ascending,521316438
10,15,23,ascending,19499
7,15,16,ascending,11054998
14,21,23,ascending,2
7,12,22,descending,402
5,21,20,ascending,15
1,15,11,ascending,58428193
3,12,5,ascending,2570390467
5,18,10,ascending,1996284
2,15,17,descending,2802322
10,12,3,ascending,110134
11,15,6,ascending,700
0,18,9,ascending,290
10,21,17,ascending,26
12,18,7,ascending,1198
12,21,9,ascending,2
1,18,5,descending,10
3,15,16,ascending,204423070
0,12,13,ascending,525495522
6,15,22,ascending,40675426
5,15,23,ascending,100501137
1,18,9,ascending,18376
5,15,9,descending,238020
0,15,22,descending,544058
6,15,11,ascending,40407171
1,18,4,ascending,16083
7,12,8,descending,435
11,12,6,ascending,6816
8,15,4,ascending,2009518
13,18,16,ascending,83
2,12,8,ascending,2922088520
7,21,8,ascending,51
13,12,20,ascending,652
5,12,17,ascending,523094455
11,18,17,ascending,9141
2,18,4,descending,25
0,15,2,ascending,6143645
14,18,16,ascending,8
7,21,5,ascending,53
8,15,17,ascending,2026327
7,18,5,ascending,1088102
11,12,21,ascending,6227
11,21,16,ascending,13
12,12,10,ascending,3274
8,21,11,ascending,83
2,12,13,descending,162968497
14,12,3,ascending,113
