sets,hand_size,deals,hand_type,count
4,15,5,ascending,84812787
7,12,14,ascending,11165104
4,18,22,ascending,838820
6,18,2,ascending,422270
1,15,22,descending,1074454
4,18,11,descending,47
3,12,11,descending,25448918
6,18,21,descending,15
10,15,21,ascending,7865
3,12,14,descending,25566551
7,18,3,ascending,442636
8,15,13,descending,122
7,12,12,descending,208
14,18,14,ascending,3
4,18,20,ascending,836754
5,12,2,descending,319271
11,21,20,ascending,9
2,18,2,ascending,52518
11,12,3,ascending,3655
2,15,11,descending,1347762
0,12,1,ascending,232089255
3,18,19,ascending,422347
4,18,17,ascending,830783
1,15,19,descending,1064203
0,15,13,ascending,4022046
5,15,16,descending,122358
6,15,1,ascending,9164615
11,12,10,ascending,3320
13,15,20,ascending,1
7,15,5,descending,2139
1,12,18,descending,151188075
11,18,13,ascending,4681
13,18,13,ascending,63
4,18,13,descending,44
4,12,15,ascending,703121554
9,21,6,ascending,25
4,18,4,ascending,698263
6,18,13,descending,8
4,18,19,descending,51
2,18,10,ascending,108051
13,12,12,ascending,341
1,12,7,descending,145991267
6,12,1,ascending,86995768
1,12,8,descending,146570875
7,18,16,ascending,588427
1,12,11,ascending,978451707
7,18,9,ascending,567664
0,15,15,ascending,4059565
5,12,0,ascending,431981665
1,15,3,descending,774781
1,15,20,descending,1069574
4,15,5,descending,413952
3,15,19,ascending,102651639
8,15,19,ascending,1013546
5,15,2,descending,56101
2,18,11,ascending,110000
13,12,2,ascending,487
7,12,19,descending,194
0,18,7,ascending,122
1,12,13,descending,149686457
3,15,9,descending,967976
7,15,6,descending,2187
6,18,23,ascending,945450
1,12,16,descending,150769210
4,21,8,ascending,1
0,18,9,ascending,144
7,18,20,ascending,593506
4,15,9,ascending,86182373
11,21,8,ascending,3
13,15,16,ascending,1
11,21,21,ascending,3
12,18,4,ascending,569
8,21,5,ascending,41
4,18,9,ascending,774148
8,15,8,ascending,1027390
0,12,12,ascending,262190539
10,18,10,ascending,23316
5,15,5,ascending,49839780
7,15,11,ascending,5527203
6,15,14,descending,20815
2,18,22,ascending,118580
7,12,10,ascending,11402737
2,18,8,ascending,104951
13,12,23,ascending,1078
4,15,7,ascending,85665047
5,15,4,ascending,48810170
3,15,23,ascending,104345849
7,21,11,ascending,38
5,12,5,descending,422860
7,12,13,descending,190
7,18,13,ascending,581064
7,15,15,descending,2282
2,15,17,descending,1401895
13,18,14,ascending,57
6,18,20,descending,8
5,15,9,descending,119107
6,18,9,descending,6
7,12,18,ascending,11066039
8,12,15,ascending,1418111
14,18,4,ascending,3
12,21,19,ascending,1
9,18,7,ascending,91741
11,12,14,ascending,3136
5,18,12,descending,38
3,12,2,descending,19291140
2,12,5,ascending,1459715172
2,12,22,descending,82294197
8,12,6,ascending,1513073
5,18,15,ascending,1040910
5,18,6,ascending,958373
4,12,10,ascending,709435532
9,15,4,ascending,120988
11,12,21,ascending,2997
6,15,21,descending,21210
9,18,12,ascending,93150
1,12,13,ascending,981060086
3,18,14,ascending,411669
5,18,10,ascending,998436
2,12,15,descending,81841393
5,15,10,descending,119273
12,12,14,ascending,1532
4,18,12,descending,49
11,15,7,ascending,352
5,21,18,ascending,6
0,12,14,ascending,263201450
4,12,3,ascending,729853102
5,15,10,ascending,50470278
0,12,7,descending,108802624
8,18,19,ascending,274981
12,18,15,ascending,629
3,21,22,ascending,1
11,18,7,ascending,4481
4,18,10,ascending,784690
2,15,2,descending,635639
2,18,9,ascending,106519
2,15,18,descending,1403585
6,12,18,descending,17792
5,12,21,ascending,260919495
5,15,22,descending,123796
12,18,22,ascending,635
1,12,17,ascending,983726002
9,15,6,ascending,124657
0,18,23,ascending,2672
0,15,13,descending,261306
7,21,23,ascending,40
14,12,15,ascending,35
13,21,19,ascending,1
2,18,12,descending,15
4,12,14,ascending,703926388
7,15,20,descending,2146
11,15,19,ascending,292
10,18,9,ascending,23920
1,18,7,descending,7
8,12,4,ascending,1547205
14,18,9,ascending,3
13,21,12,ascending,1
5,15,13,descending,121654
6,12,10,ascending,66076704
2,18,14,ascending,113750
3,15,1,ascending,47487370
9,15,9,ascending,122790
0,15,6,ascending,3779890
0,15,3,ascending,3525386
5,15,19,descending,123614
3,15,11,ascending,100625581
6,15,13,descending,20908
11,15,5,ascending,317
8,15,16,descending,163
1,18,16,descending,8
4,18,14,ascending,816231
12,18,6,ascending,592
10,15,4,ascending,8059
14,12,4,ascending,57
6,15,18,descending,21047
7,12,2,descending,174
9,12,14,ascending,216012
10,12,14,ascending,47394
8,15,7,descending,129
13,18,20,ascending,49
13,18,10,ascending,58
12,18,10,ascending,622
9,18,8,descending,1
0,18,14,descending,1
7,18,15,descending,2
1,15,9,descending,992706
14,21,10,ascending,1
2,15,14,ascending,74486732
8,18,4,ascending,244340
4,21,23,ascending,1
1,15,19,ascending,30095011
1,18,14,ascending,9577
8,21,8,ascending,36
9,18,20,ascending,94553
8,12,8,ascending,1491894
9,18,5,ascending,89829
10,15,11,ascending,7961
14,12,0,ascending,213
5,12,2,ascending,290449153
5,12,15,ascending,262244679
7,15,12,ascending,5526291
9,15,16,descending,4
3,12,7,ascending,1282431634
10,18,22,ascending,24020
4,12,23,ascending,733868540
1,12,2,descending,113406634
1,12,3,descending,133635366
4,21,14,ascending,2
