sets,hand_size,deals,hand_type,count
3,15,16,descending,1009951
6,12,19,descending,18042
9,12,23,ascending,55106
12,18,10,ascending,548
7,21,23,ascending,53
5,21,16,ascending,4
5,15,14,ascending,50582186
2,15,6,descending,1272051
4,18,16,ascending,821605
5,18,7,ascending,961915
5,18,21,ascending,1053130
5,12,18,descending,420717
3,15,6,ascending,97708263
7,12,8,ascending,11519678
10,12,1,ascending,82153
2,18,16,ascending,115124
9,15,13,descending,4
8,15,20,descending,132
0,15,16,descending,264983
15,18,6,ascending,1
10,12,19,ascending,46419
9,21,20,ascending,24
12,18,4,ascending,562
1,18,8,descending,5
0,12,18,ascending,262912799
0,15,16,ascending,4053025
7,12,23,ascending,12510871
9,12,6,ascending,230273
4,12,18,descending,4487427
7,18,5,ascending,542363
9,15,11,ascending,121203
9,18,9,ascending,91471
0,12,1,descending,52234223
3,18,17,ascending,416810
7,12,16,descending,193
4,18,17,descending,60
6,15,17,descending,20918
0,18,22,ascending,197
5,18,14,descending,30
8,15,4,descending,109
9,21,13,ascending,32
5,15,15,ascending,50655149
4,15,5,ascending,84387508
6,21,10,ascending,23
8,12,14,ascending,1416543
13,21,15,ascending,1
3,18,3,descending,18
9,18,8,ascending,90981
4,21,20,ascending,2
8,21,7,ascending,41
11,15,16,ascending,342
0,18,10,ascending,128
4,21,10,ascending,1
6,12,14,descending,17838
4,12,12,ascending,702536962
7,12,22,descending,206
1,12,16,ascending,978232196
2,12,2,ascending,1459134130
4,18,6,ascending,740304
13,12,7,ascending,374
7,15,4,descending,1969
9,21,22,ascending,29
13,18,4,ascending,61
6,18,9,descending,7
8,15,18,descending,126
5,12,0,ascending,429725899
11,15,6,ascending,334
8,15,2,descending,61
14,18,21,ascending,1
14,12,19,ascending,50
2,12,9,descending,80171677
0,15,19,ascending,4085553
6,12,18,ascending,64191014
8,18,9,ascending,264262
8,15,8,ascending,1021795
11,21,23,ascending,8
3,18,4,descending,34
5,21,11,ascending,5
6,18,5,descending,2
11,12,2,ascending,4183
6,15,16,ascending,20193737
8,15,15,ascending,1007838
4,18,20,ascending,832400
13,12,21,ascending,359
4,15,10,ascending,86039505
5,12,7,descending,423989
10,12,2,ascending,61333
9,21,17,ascending,43
6,18,21,descending,9
15,18,12,ascending,2
1,18,15,ascending,9801
4,15,18,descending,447609
5,21,13,ascending,2
0,15,22,descending,269981
12,12,19,ascending,1498
3,12,6,ascending,1277304005
1,18,17,descending,5
0,15,2,ascending,3058254
5,15,5,descending,114432
8,12,2,ascending,1732257
4,15,14,ascending,87066161
0,15,11,ascending,3945966
8,18,23,ascending,276853
2,18,11,ascending,110156
4,12,21,ascending,697189849
8,15,22,descending,132
14,21,17,ascending,1
0,15,21,descending,269945
13,18,2,ascending,24
5,12,9,descending,421458
9,18,23,ascending,93830
2,12,18,descending,81701893
11,18,3,ascending,3542
3,18,15,descending,35
1,15,7,descending,964997
5,18,17,ascending,1042164
11,12,18,ascending,3079
11,12,10,ascending,3248
11,21,17,ascending,5
0,15,14,ascending,4023252
6,18,4,descending,7
2,15,21,descending,1406608
1,12,3,ascending,959205705
7,21,16,ascending,31
2,15,6,ascending,70755095
8,12,13,ascending,1423616
2,12,17,ascending,1456704753
8,12,12,ascending,1435367
8,18,17,ascending,273116
4,15,2,descending,202597
11,12,8,ascending,3361
6,18,22,descending,20
13,18,17,ascending,39
7,18,5,descending,3
2,12,20,ascending,1456817021
9,15,1,ascending,53480
4,12,13,ascending,701331459
3,15,10,descending,970000
3,18,18,ascending,419275
0,18,14,ascending,160
13,12,22,ascending,321
14,18,4,ascending,3
8,15,16,ascending,1008987
0,12,6,descending,107604531
7,15,19,ascending,5503580
5,18,9,ascending,982462
1,12,21,ascending,979657967
5,15,18,ascending,50802128
3,15,15,ascending,101494297
1,15,6,descending,952422
11,18,23,ascending,3973
7,18,7,ascending,556688
6,18,8,descending,12
3,12,19,ascending,1264688823
6,21,17,ascending,21
3,12,21,descending,25563832
2,12,19,descending,81753973
3,18,11,ascending,396236
2,15,9,descending,1312979
7,18,14,ascending,582038
3,15,13,ascending,100935852
1,15,5,ascending,27685041
9,18,10,ascending,91668
1,18,9,ascending,8991
3,15,5,ascending,96974512
6,12,8,ascending,66539807
9,18,11,ascending,92382
0,12,15,ascending,262212700
4,15,9,ascending,85747585
5,18,20,ascending,1053116
10,18,15,ascending,23723
10,18,12,ascending,23668
1,18,12,ascending,9658
10,12,16,ascending,46777
10,15,22,ascending,7739
7,12,20,descending,195
12,18,18,ascending,617
8,21,14,ascending,34
3,15,17,descending,1011875
14,12,20,ascending,37
5,18,8,descending,39
3,18,16,descending,38
6,12,11,descending,17922
11,21,8,ascending,6
3,12,4,ascending,1281600918
12,15,5,ascending,2
6,12,1,descending,7934
4,12,5,descending,4440141
6,18,18,ascending,926775
3,18,5,ascending,363059
8,15,16,descending,137
2,18,3,descending,12
1,15,10,ascending,28860584
11,18,22,ascending,4510
0,12,6,ascending,255671804
5,12,6,ascending,269312766
1,15,6,ascending,27926961
4,12,22,descending,4485856
4,12,18,ascending,697918813
7,21,22,ascending,46
2,18,19,descending,20
0,15,5,ascending,3720906
5,12,20,descending,420570
4,15,22,ascending,87771697
1,18,6,ascending,8565
1,12,10,ascending,971791444
