sets,hand_size,deals,hand_type,count
7,18,18,ascending,1173699
7,15,16,ascending,10972612
5,12,2,ascending,576044976
1,12,20,descending,300396858
2,18,6,ascending,200403
8,15,20,descending,240
6,21,17,ascending,51
6,15,16,ascending,40260759
2,12,11,ascending,2901670356
6,12,22,ascending,127654811
5,12,5,descending,840048
11,15,21,ascending,600
5,18,6,descending,46
9,15,19,descending,11
8,18,11,ascending,530982
3,12,17,ascending,2522630610
5,18,8,ascending,1939003
1,15,6,ascending,55709874
2,12,19,descending,162998272
3,12,20,descending,50954036
1,18,13,ascending,19207
9,18,15,descending,1
4,21,21,ascending,3
7,18,6,descending,1
7,12,7,descending,453
5,12,1,descending,372909
7,18,19,ascending,1176229
10,12,0,ascending,316236
8,18,4,ascending,483397
8,18,15,ascending,541701
6,21,13,ascending,34
4,21,18,ascending,2
13,21,13,ascending,2
7,15,21,ascending,10978164
6,12,11,ascending,130363544
4,15,10,ascending,171524299
0,12,6,ascending,509758377
5,18,17,ascending,2079983
7,15,15,ascending,10966650
10,12,4,ascending,104475
5,12,6,ascending,536869566
0,18,13,descending,1
13,15,15,ascending,1
5,21,12,ascending,11
5,18,9,descending,35
1,15,22,descending,2124863
3,12,9,descending,50300643
0,12,1,descending,104130720
0,15,13,descending,518446
0,12,11,descending,221026969
9,15,12,ascending,240885
1,15,19,ascending,59678344
8,18,21,ascending,548000
7,18,22,ascending,1181954
10,18,10,ascending,47208
7,21,7,ascending,58
7,18,6,ascending,1099247
8,18,17,ascending,543146
12,12,15,ascending,3184
3,18,14,descending,96
13,18,4,ascending,108
14,12,0,ascending,450
12,21,15,ascending,3
6,21,8,ascending,33
1,15,11,descending,2012030
0,15,21,descending,537839
4,18,12,ascending,1589657
7,15,10,ascending,10975633
0,12,12,descending,222155315
4,12,7,descending,8913065
4,15,10,descending,858684
12,12,11,ascending,3223
13,12,1,ascending,1450
8,15,16,descending,268
9,21,15,ascending,64
1,15,13,descending,2055033
13,18,14,ascending,107
4,15,13,ascending,173168037
4,15,21,ascending,174916657
1,12,22,descending,300699696
0,18,6,ascending,259
14,18,15,ascending,8
0,18,10,descending,2
7,18,3,ascending,875969
9,15,5,descending,6
0,18,15,descending,1
10,18,21,ascending,47611
11,12,12,ascending,6321
