sets,hand_size,deals,hand_type,count
6,15,1,ascending,18305157
2,18,3,ascending,164987
5,12,0,ascending,862198621
1,12,3,descending,266698002
9,15,5,ascending,248137
10,15,4,ascending,16023
11,12,4,ascending,7105
5,12,15,ascending,523450886
4,12,23,ascending,1464604352
12,12,20,ascending,3049
4,18,23,ascending,1651322
10,18,12,ascending,47405
11,15,8,ascending,683
4,18,4,ascending,1391505
9,18,22,ascending,188999
9,18,14,ascending,186740
8,15,11,ascending,2032338
7,15,12,descending,4355
7,12,23,ascending,25093012
7,18,19,ascending,1184067
2,18,22,descending,49
6,15,2,ascending,30709362
4,12,21,ascending,1398592876
4,12,14,ascending,1404911092
12,18,4,ascending,1131
8,15,14,ascending,2027415
5,18,15,descending,58
0,12,18,ascending,527476292
1,18,4,ascending,16037
0,12,13,descending,224539741
12,12,4,ascending,3477
3,12,13,descending,50964351
4,18,18,descending,95
14,12,18,ascending,80
13,12,10,ascending,660
11,15,6,ascending,639
2,18,21,descending,58
8,21,16,ascending,77
6,18,13,descending,22
0,18,11,descending,1
14,18,8,ascending,8
0,15,10,ascending,7840377
7,12,1,descending,176
14,21,14,ascending,1
2,12,9,ascending,2917737651
3,18,5,descending,80
15,18,4,ascending,1
9,15,15,descending,1
6,12,18,descending,35946
15,18,7,ascending,1
4,21,17,ascending,3
11,12,15,ascending,6281
5,15,3,descending,185486
11,15,11,ascending,627
9,12,15,ascending,428337
13,21,9,ascending,4
4,15,15,ascending,174988896
5,21,12,ascending,10
2,18,2,ascending,104762
1,12,6,ascending,1933686372
5,18,2,ascending,949104
10,15,19,ascending,15861
12,12,18,ascending,3023
6,18,3,ascending,1372990
8,18,3,ascending,415195
0,12,19,ascending,527756798
6,18,5,ascending,1685304
3,18,17,ascending,838317
7,15,21,descending,4409
4,12,12,descending,8964625
1,12,15,descending,300335295
7,15,7,ascending,11104080
6,18,15,ascending,1840170
10,12,14,ascending,94599
0,12,7,ascending,514702249
11,12,20,ascending,6160
6,15,2,descending,19192
13,12,6,ascending,745
7,21,19,ascending,87
1,18,19,descending,11
3,18,3,ascending,600999
3,12,7,ascending,2559476435
9,15,14,ascending,241277
5,12,16,descending,842582
9,21,16,ascending,55
2,18,12,descending,49
2,12,13,ascending,2921225327
7,18,11,descending,6
5,15,8,ascending,100369745
9,18,17,ascending,188218
2,18,22,ascending,236312
12,21,20,ascending,1
4,15,22,ascending,176118476
9,12,16,ascending,426975
6,18,20,descending,23
8,15,2,descending,119
6,18,16,ascending,1846315
3,12,21,ascending,2536412971
10,15,14,ascending,15855
7,12,11,ascending,22610125
7,18,9,ascending,1129251
5,15,14,descending,243539
0,15,3,descending,389674
10,12,8,ascending,100303
3,12,10,descending,50699765
2,15,22,descending,2828697
4,12,17,descending,8988530
8,15,22,ascending,2023082
10,15,3,ascending,15103
7,15,6,descending,4300
8,21,19,ascending,79
13,18,19,ascending,124
5,15,18,ascending,101924971
5,18,17,ascending,2094236
3,15,20,descending,2045177
10,18,3,ascending,37125
9,21,10,ascending,55
6,12,8,descending,36703
6,21,19,ascending,42
12,21,13,ascending,2
7,15,2,ascending,8394629
2,15,7,descending,2585576
3,15,15,ascending,203607393
7,12,10,ascending,22764302
0,15,1,ascending,3938073
8,15,8,ascending,2054612
9,15,16,ascending,240419
11,18,22,ascending,9094
10,21,23,ascending,26
5,15,22,ascending,102088091
13,18,7,ascending,112
4,18,7,descending,81
12,15,14,ascending,1
6,12,18,ascending,128769481
2,12,4,descending,155107460
4,21,19,ascending,1
1,12,14,ascending,1959815551
0,15,19,ascending,8197472
7,21,9,ascending,70
1,12,6,descending,290090011
3,12,6,ascending,2562317790
1,12,21,descending,302464075
4,12,20,descending,8999001
4,15,13,descending,879871
6,12,14,descending,35940
11,12,7,ascending,6711
4,18,20,descending,109
10,21,21,ascending,30
14,12,10,ascending,116
11,12,16,ascending,6221
7,12,13,descending,408
3,21,9,ascending,1
4,12,22,ascending,1398350795
14,21,21,ascending,1
12,18,18,ascending,1140
10,21,22,ascending,37
0,12,7,descending,217119217
11,18,23,ascending,8084
13,12,8,ascending,740
3,15,13,descending,1993580
5,15,10,ascending,100709664
7,21,22,ascending,82
10,21,19,ascending,27
2,12,1,ascending,2926721026
3,15,2,descending,921483
3,12,1,descending,23036280
1,15,3,descending,1546431
15,18,20,ascending,4
9,12,8,ascending,453137
1,12,1,ascending,1836586310
3,12,8,ascending,2556573172
14,18,15,ascending,5
4,12,18,descending,8992334
3,12,14,ascending,2541662527
3,18,6,ascending,742807
7,12,7,ascending,23293998
13,21,7,ascending,1
6,15,16,ascending,40514692
6,15,7,ascending,40347071
1,15,13,ascending,59023338
6,12,8,ascending,133503710
6,12,12,descending,36193
10,18,16,ascending,47830
12,18,5,ascending,1204
13,12,23,ascending,2141
3,12,17,descending,51203594
6,12,6,descending,36692
14,12,14,ascending,90
4,12,4,descending,8703402
5,15,7,descending,236523
8,12,10,ascending,2916929
9,12,17,ascending,426416
10,12,21,ascending,92025
4,18,15,descending,99
6,21,10,ascending,46
2,18,16,descending,50
5,12,5,descending,843168
7,18,5,ascending,1087883
0,15,21,descending,541882
10,18,15,ascending,47792
10,21,3,ascending,15
15,18,18,ascending,4
13,15,10,ascending,2
4,15,8,ascending,171471861
6,21,12,ascending,43
5,21,6,ascending,9
4,12,13,descending,8969879
10,12,19,ascending,93066
11,15,14,ascending,667
12,21,23,ascending,4
3,18,4,descending,56
7,15,4,ascending,10822535
9,15,15,ascending,241324
1,12,0,ascending,1566359143
4,18,6,ascending,1487496
10,21,5,ascending,30
4,12,18,ascending,1400154827
8,18,22,descending,2
13,15,15,ascending,2
14,12,15,ascending,89
5,15,12,ascending,101134517
11,15,20,ascending,675
0,12,2,descending,170287352
1,18,20,ascending,20092
12,12,5,ascending,3512
9,15,9,ascending,245695
7,18,11,ascending,1145323
1,18,6,ascending,17313
7,15,14,ascending,11030090
1,15,16,descending,2107911
13,15,23,ascending,24
3,15,21,ascending,205135929
4,18,6,descending,85
1,12,7,descending,291380386
4,12,12,ascending,1409444982
3,12,23,ascending,2522863567
0,15,14,descending,527567
3,12,18,descending,51231953
8,15,19,ascending,2024095
10,15,7,ascending,16481
11,12,9,ascending,6605
8,21,13,ascending,81
5,15,20,ascending,101999800
9,18,23,ascending,187853
6,12,22,descending,36406
7,12,12,descending,362
4,12,20,ascending,1398959909
5,12,12,descending,843798
8,12,14,ascending,2840191
15,18,17,ascending,2
3,21,14,ascending,1
0,18,16,ascending,369
6,18,8,ascending,1742368
8,15,21,descending,281
5,18,20,descending,60
13,15,6,ascending,1
6,21,7,ascending,40
10,12,23,ascending,204822
10,15,2,ascending,12124
11,18,3,ascending,7019
1,15,21,descending,2137322
11,12,17,ascending,6155
15,18,16,ascending,1
5,12,2,descending,638743
5,18,6,descending,54
11,12,2,ascending,8613
10,21,7,ascending,23
14,21,10,ascending,2
3,15,10,ascending,199890359
9,18,4,ascending,169476
7,21,14,ascending,59
1,18,14,ascending,19673
4,15,2,ascending,132373105
4,18,10,descending,95
11,21,18,ascending,9
5,18,22,ascending,2117012
1,12,9,ascending,1945640793
9,15,16,descending,7
7,18,10,descending,4
0,12,20,descending,227961060
10,18,17,ascending,48035
6,15,15,ascending,40493263
12,12,6,ascending,3477
3,12,14,descending,51038145
4,18,7,ascending,1507899
12,12,8,ascending,3322
0,18,11,ascending,317
9,21,4,ascending,37
3,18,20,descending,82
7,18,21,descending,9
0,12,16,ascending,526637426
4,15,8,descending,850094
1,12,8,ascending,1941535345
0,18,13,ascending,299
13,18,21,ascending,115
14,21,20,ascending,1
13,21,21,ascending,1
7,12,18,descending,443
10,15,5,ascending,16409
1,12,22,ascending,1965567177
4,15,14,ascending,174640911
