sets,hand_size,deals,hand_type,count
6,18,10,ascending,1776486
4,18,11,descending,92
3,15,2,ascending,154172408
3,12,12,descending,50961777
0,15,7,ascending,7627935
2,18,23,ascending,265255
6,15,7,descending,40479
11,15,1,ascending,249
5,21,9,ascending,15
3,15,12,ascending,202034614
6,12,7,ascending,134508592
5,15,14,descending,243741
0,15,5,ascending,7483856
5,15,8,descending,237134
7,15,9,descending,4376
4,18,21,descending,112
9,21,18,ascending,69
5,18,15,descending,50
7,18,8,descending,8
6,12,7,descending,36583
7,15,18,ascending,11055780
7,15,2,descending,2049
15,18,8,ascending,2
7,21,12,ascending,68
6,15,3,descending,32077
7,12,17,ascending,22143543
5,15,6,descending,234104
11,18,15,ascending,8971
3,12,21,descending,51377063
1,12,2,descending,226668341
3,12,0,ascending,2945757010
7,18,10,ascending,1139424
11,18,10,ascending,8926
4,12,9,ascending,1421951136
3,18,7,ascending,752284
1,12,16,ascending,1965376284
6,18,3,ascending,1376378
7,18,9,ascending,1128833
11,15,8,ascending,688
5,12,18,descending,846633
4,18,18,descending,95
2,18,14,descending,52
0,12,15,descending,226438395
0,12,8,ascending,517318968
6,12,8,descending,36605
11,12,4,ascending,7232
2,15,5,ascending,141007170
4,12,15,ascending,1405391131
6,18,5,descending,19
12,21,8,ascending,7
14,18,6,ascending,5
3,12,14,descending,51120338
3,15,11,ascending,201136582
3,12,9,descending,50701135
5,18,10,ascending,1996427
5,12,9,descending,847824
3,21,8,ascending,1
4,15,18,ascending,175937150
9,18,18,ascending,188191
11,21,15,ascending,14
5,18,20,descending,59
13,21,17,ascending,1
4,15,22,ascending,176358008
11,12,0,ascending,24668
4,18,2,ascending,749948
5,12,13,ascending,526370175
7,18,21,ascending,1189982
4,21,10,ascending,1
2,12,11,ascending,2924278808
1,12,18,ascending,1966936206
0,15,18,descending,538453
3,18,5,ascending,729187
10,18,22,ascending,48497
12,18,11,ascending,1247
0,15,15,ascending,8113125
12,18,22,ascending,1268
5,12,9,ascending,533944463
2,15,22,ascending,150769154
8,18,2,ascending,251596
9,12,0,ascending,1272477
10,12,16,ascending,94185
11,15,12,ascending,636
2,12,21,descending,164434040
6,15,13,ascending,40466413
3,15,18,descending,2038958
7,12,15,ascending,22251490
1,15,18,descending,2126115
8,18,13,ascending,540589
2,18,7,descending,46
9,15,8,descending,14
7,18,12,descending,2
0,15,2,ascending,6146346
5,15,4,ascending,97571008
2,12,1,ascending,2931162807
7,12,5,ascending,23652683
9,21,11,ascending,64
4,18,9,ascending,1547151
7,15,13,descending,4412
0,15,15,descending,530396
9,12,1,ascending,702144
10,18,21,ascending,47890
4,12,10,ascending,1418047253
10,21,22,ascending,37
3,15,10,descending,1948634
2,12,8,ascending,2920691267
13,21,20,ascending,2
8,18,14,ascending,543036
12,12,12,ascending,3289
9,15,7,descending,6
5,12,21,ascending,521553757
7,21,20,ascending,87
3,18,9,ascending,774812
5,12,12,ascending,527813310
8,12,18,ascending,2811258
11,12,14,ascending,6184
12,18,12,ascending,1182
2,12,23,ascending,2926880930
0,15,22,ascending,8225083
7,21,10,ascending,87
1,15,16,ascending,59795395
7,15,11,descending,4364
12,18,23,ascending,979
11,21,10,ascending,18
7,12,12,descending,430
8,18,21,ascending,551628
7,18,5,descending,3
2,15,17,ascending,149971040
8,18,19,descending,1
15,18,5,ascending,2
7,18,17,ascending,1179991
6,12,2,descending,27441
7,12,2,descending,325
1,15,10,descending,2007574
7,12,13,descending,449
9,15,17,descending,9
9,18,10,ascending,183742
5,15,2,ascending,77067630
0,12,1,ascending,463906449
1,15,7,ascending,56552134
6,12,23,ascending,118271854
3,18,10,ascending,787496
3,15,8,ascending,198189465
4,12,18,ascending,1402275072
3,12,18,descending,51309659
2,18,2,ascending,104860
2,15,2,descending,1269713
5,12,18,ascending,522445402
9,12,9,ascending,448606
0,15,10,ascending,7849550
4,18,13,descending,107
10,15,12,ascending,16058
3,12,15,ascending,2544158132
5,15,5,descending,230237
11,12,3,ascending,7531
12,12,20,ascending,3087
4,15,20,descending,901057
6,21,6,ascending,35
3,12,7,ascending,2563372533
3,12,4,descending,49110345
11,12,7,ascending,6844
12,18,9,ascending,1181
5,18,19,descending,52
7,12,16,descending,395
12,15,5,ascending,1
6,12,5,ascending,136002248
6,15,16,descending,41792
1,15,4,descending,1790176
11,15,2,ascending,469
8,15,21,ascending,2024888
10,21,13,ascending,37
3,12,3,ascending,2589923011
9,15,5,ascending,248254
6,15,17,ascending,40592526
13,18,5,ascending,133
4,15,11,descending,870091
2,18,16,descending,43
14,12,11,ascending,92
2,15,12,ascending,147584877
5,21,20,ascending,10
5,18,22,descending,64
5,15,11,descending,241102
1,18,14,ascending,19833
1,15,6,descending,1915230
8,21,5,ascending,72
5,21,19,ascending,12
3,12,1,descending,23063118
1,12,22,ascending,1968548141
2,12,5,descending,158600788
7,18,3,ascending,884758
7,18,18,ascending,1184478
8,18,7,ascending,525837
5,15,18,descending,246604
10,12,6,ascending,102643
9,18,5,ascending,179605
1,18,12,ascending,18915
4,15,6,descending,840013
8,21,16,ascending,64
8,21,10,ascending,82
8,15,5,descending,242
2,12,11,descending,162012921
12,12,13,ascending,3179
12,12,16,ascending,3036
7,12,3,ascending,24555248
4,12,21,descending,9009662
12,21,11,ascending,4
0,18,12,ascending,341
6,12,1,ascending,173873875
11,18,6,ascending,9093
12,12,15,ascending,3126
6,12,3,ascending,140071597
6,15,20,ascending,40644844
0,18,18,ascending,330
4,12,16,descending,9004318
4,12,14,ascending,1407021112
7,12,6,ascending,23498080
4,12,11,ascending,1414512568
13,12,12,ascending,724
7,21,11,ascending,75
4,18,8,descending,86
3,18,21,ascending,847043
6,18,6,descending,12
5,21,16,ascending,12
9,18,21,ascending,189385
1,15,9,ascending,57503657
0,12,9,descending,220090746
3,15,14,descending,2007583
0,15,3,descending,390177
8,12,11,ascending,2899829
0,15,14,descending,526232
10,18,17,ascending,48252
2,15,3,ascending,131475917
6,21,14,ascending,49
4,18,8,ascending,1527747
5,18,7,descending,69
9,15,6,descending,11
6,21,17,ascending,62
2,12,13,descending,162901057
8,15,1,ascending,906469
5,12,4,ascending,546564775
8,15,12,ascending,2032835
9,15,14,ascending,242362
5,21,12,ascending,10
5,18,11,ascending,2015471
6,18,2,ascending,843871
13,21,18,ascending,3
8,12,7,ascending,3002575
13,21,15,ascending,1
4,12,12,ascending,1411530879
12,18,2,ascending,600
9,18,18,descending,1
8,18,5,ascending,515452
11,12,21,ascending,6170
8,15,15,ascending,2027521
5,15,13,descending,243237
1,18,9,descending,17
14,18,13,ascending,9
8,12,23,ascending,4770782
11,21,20,ascending,11
7,18,10,descending,5
7,18,13,ascending,1160948
0,15,10,descending,504204
2,15,7,descending,2581391
11,15,16,ascending,662
7,15,5,descending,4152
4,18,20,descending,140
9,21,10,ascending,56
0,12,22,descending,228632080
2,18,4,ascending,189607
10,12,9,ascending,98979
15,18,12,ascending,1
10,21,17,ascending,28
9,18,19,ascending,189315
13,15,5,ascending,2
10,12,14,ascending,95293
0,12,11,ascending,522727667
4,12,22,descending,9015544
3,15,19,ascending,205131182
3,15,10,ascending,200178019
2,12,6,descending,159701591
2,18,22,ascending,236371
6,21,3,ascending,21
1,18,17,descending,10
2,15,23,ascending,151967505
10,15,4,ascending,16077
10,21,9,ascending,34
7,21,9,ascending,61
4,15,2,ascending,132549603
13,15,10,ascending,2
7,15,8,descending,4397
5,18,23,ascending,2111894
8,12,13,ascending,2857631
3,12,16,descending,51229841
1,12,10,ascending,1952389159
1,12,4,ascending,1931616794
6,18,20,descending,20
2,12,16,ascending,2926517206
2,15,1,ascending,70366135
3,18,21,descending,76
7,12,14,descending,433
4,18,12,ascending,1602221
2,15,20,descending,2820608
6,12,0,ascending,252000819
6,12,9,ascending,132857678
12,12,0,ascending,13076
9,15,22,ascending,241918
6,15,21,descending,41730
4,12,8,ascending,1426135789
1,12,20,descending,302697744
7,12,7,ascending,23324940
13,12,8,ascending,747
11,21,17,ascending,14
3,15,16,ascending,204322752
7,12,4,ascending,23907489
6,12,4,ascending,137131264
8,15,9,ascending,2046783
6,18,18,ascending,1859524
3,18,17,descending,93
5,12,5,descending,848511
2,12,9,ascending,2922160373
14,12,20,ascending,81
8,18,23,ascending,556802
9,21,4,ascending,46
9,18,3,ascending,144059
10,18,7,ascending,47175
