sets,hand_size,deals,hand_type,count
4,15,17,descending,436973
7,15,22,descending,2163
6,15,15,ascending,19714678
10,15,20,ascending,7658
9,15,13,ascending,117788
2,18,18,ascending,114458
10,12,16,ascending,45850
12,18,7,ascending,583
11,15,19,ascending,312
4,12,23,ascending,713116658
6,21,14,ascending,23
7,21,7,ascending,27
2,12,10,descending,78551773
6,12,22,ascending,62533010
3,18,12,descending,36
5,21,8,ascending,6
3,15,10,ascending,97345339
1,12,17,ascending,955865393
5,12,18,descending,410205
11,18,6,ascending,4493
4,15,2,ascending,64456404
6,18,17,ascending,901467
4,15,13,descending,428381
10,12,0,ascending,155428
4,15,6,descending,407239
12,12,18,ascending,1516
1,15,5,ascending,27052459
8,15,20,descending,126
6,12,23,ascending,57502623
3,12,13,ascending,1238365245
8,18,10,ascending,258200
1,15,17,descending,1029700
6,12,14,ascending,63143320
1,15,4,descending,870515
4,15,12,ascending,84609245
1,12,20,descending,147190388
6,18,20,ascending,907568
11,12,20,ascending,2947
2,15,21,ascending,73253598
6,12,3,ascending,68101270
4,18,5,ascending,711039
0,15,8,descending,239045
11,15,2,ascending,238
12,18,23,ascending,440
10,15,10,ascending,7835
8,18,9,ascending,257330
10,12,10,ascending,47532
3,15,18,ascending,99632245
8,18,5,ascending,249712
4,15,12,descending,427360
9,21,4,ascending,30
10,18,3,ascending,18042
14,12,20,ascending,54
1,15,3,ascending,25346953
0,12,11,ascending,254147340
8,12,13,ascending,1390666
1,15,14,descending,1014243
1,18,5,descending,8
10,12,9,ascending,48764
13,18,19,ascending,58
2,12,4,ascending,1419138847
11,15,20,ascending,293
1,18,7,descending,5
9,15,22,descending,4
0,18,17,ascending,159
4,15,19,ascending,85611215
9,12,14,ascending,209686
10,15,22,ascending,7539
5,21,21,ascending,7
1,18,4,descending,4
4,12,12,ascending,686264734
0,15,3,descending,189775
5,21,5,ascending,6
7,12,22,ascending,10712751
5,12,12,ascending,256621797
1,15,13,descending,1006480
7,15,23,ascending,5537677
5,12,20,descending,410823
11,12,15,ascending,3067
8,15,8,descending,127
3,18,7,descending,27
10,21,4,ascending,10
12,21,9,ascending,3
2,15,13,ascending,72089331
6,18,13,ascending,885103
7,21,23,ascending,45
2,15,8,ascending,69984828
4,12,12,descending,4362841
3,18,8,descending,37
8,21,10,ascending,41
3,12,12,descending,24782298
