sets,hand_size,deals,hand_type,count
1,15,9,descending,985895
6,18,10,ascending,884345
3,12,3,descending,22908868
1,12,8,descending,145710340
9,12,15,ascending,213461
3,15,14,ascending,101175686
4,12,12,ascending,702052243
1,15,20,ascending,29954361
4,18,10,ascending,780207
10,12,9,ascending,49417
6,12,3,ascending,69656866
0,12,10,descending,110148808
3,15,19,descending,1015971
8,15,23,ascending,1087462
1,18,21,ascending,10028
13,12,12,ascending,336
1,18,6,descending,2
3,15,11,ascending,100035637
4,12,11,ascending,703551161
2,15,6,descending,1272340
1,15,22,descending,1066765
7,12,2,ascending,13149379
10,15,8,ascending,8273
4,21,19,ascending,1
12,18,16,ascending,629
5,18,17,ascending,1044424
5,12,20,descending,419539
10,15,13,ascending,7813
8,15,7,descending,131
5,12,2,ascending,288731398
1,18,18,descending,4
7,18,4,ascending,515913
1,12,2,ascending,949822543
7,12,12,descending,210
13,21,21,ascending,1
8,18,13,descending,1
2,15,21,descending,1405800
2,18,19,ascending,117331
10,21,11,ascending,16
6,18,13,descending,14
10,18,23,ascending,23818
7,15,19,ascending,5502218
5,15,4,descending,108437
5,21,10,ascending,6
2,18,4,descending,17
5,15,10,ascending,50170922
4,18,22,descending,50
2,15,14,descending,1370848
6,18,15,descending,8
2,12,4,ascending,1451955172
1,12,7,descending,145116914
3,12,20,ascending,1263639627
2,15,15,ascending,74250197
6,15,14,descending,20614
4,15,14,ascending,87024799
7,18,3,ascending,439669
8,15,20,ascending,1007941
12,18,23,ascending,511
1,12,8,ascending,967171669
0,12,22,descending,113721013
0,15,13,ascending,3992878
2,12,3,ascending,1454182997
1,15,7,ascending,28124402
1,15,14,ascending,29547697
0,15,3,descending,194002
5,18,12,ascending,1013285
9,12,8,ascending,225846
10,12,21,ascending,46137
7,18,10,ascending,566617
14,12,1,ascending,99
12,12,2,ascending,2167
8,15,6,descending,133
0,18,14,ascending,154
1,15,9,ascending,28597248
1,18,9,descending,5
3,15,13,ascending,100855662
14,12,22,ascending,32
4,15,13,ascending,86799483
3,12,2,descending,19175805
5,15,16,ascending,50673439
1,15,3,ascending,25932843
0,15,16,ascending,4053282
0,15,12,ascending,3969959
1,15,15,descending,1043317
4,12,20,descending,4480025
