sets,hand_size,deals,hand_type,count
1,18,3,descending,5
5,12,2,ascending,288731842
5,12,11,ascending,263396797
4,12,5,descending,4432834
14,18,12,ascending,3
4,15,20,descending,448285
0,12,19,ascending,262869203
2,15,4,descending,1187522
2,15,23,ascending,75577108
5,12,17,ascending,260060138
4,12,8,ascending,709244182
1,12,7,descending,145121146
8,15,10,ascending,1015358
1,12,18,ascending,978224519
6,12,20,descending,17979
10,15,5,ascending,8268
1,18,7,ascending,8849
6,21,7,ascending,25
13,12,3,ascending,405
5,18,12,descending,36
11,12,17,ascending,3092
4,18,9,descending,41
6,21,6,ascending,12
5,15,15,ascending,50615221
3,12,10,descending,25252264
14,18,10,ascending,6
9,18,5,ascending,89287
0,18,8,ascending,148
3,15,20,descending,1017327
2,15,22,descending,1407433
13,12,15,ascending,332
8,15,12,descending,128
1,18,10,descending,8
13,15,11,ascending,2
1,12,5,ascending,961771733
9,18,10,ascending,91234
0,12,6,descending,107551704
4,15,2,descending,202215
8,15,7,descending,135
4,21,11,ascending,2
13,18,20,ascending,68
1,12,10,ascending,970989480
1,18,10,ascending,9401
2,12,13,ascending,1455002570
4,15,4,ascending,82644370
7,18,10,descending,2
4,12,16,ascending,698284765
3,12,3,descending,22894425
0,15,16,ascending,4048705
7,18,19,ascending,590723
7,15,16,descending,2230
6,21,19,ascending,23
0,15,15,descending,264983
8,15,16,descending,123
8,12,5,ascending,1519537
5,15,12,ascending,50380535
6,12,14,descending,17932
12,18,2,ascending,274
13,18,21,ascending,55
2,18,5,descending,13
4,15,8,ascending,85414720
3,15,4,descending,872077
9,12,16,ascending,213365
5,12,17,descending,420512
10,12,3,ascending,54852
1,12,20,ascending,978791239
2,18,16,descending,23
6,15,23,ascending,20017082
9,15,19,descending,6
1,18,15,ascending,9835
1,12,9,ascending,969152011
14,18,15,ascending,4
7,18,6,descending,2
2,18,11,ascending,109269
1,12,16,descending,149905183
5,15,9,ascending,50066025
3,18,16,ascending,414907
10,15,16,ascending,7845
10,21,6,ascending,13
5,18,20,descending,21
7,12,10,ascending,11343245
13,18,3,ascending,47
11,12,0,ascending,12130
10,12,2,ascending,61043
5,21,3,ascending,2
7,18,16,ascending,585972
8,12,2,ascending,1735378
6,15,10,descending,20512
2,18,8,ascending,104517
11,21,15,ascending,3
12,12,3,ascending,1912
11,12,13,ascending,3142
3,12,7,ascending,1274862427
14,18,22,ascending,4
3,12,11,ascending,1268923659
3,12,11,descending,25299416
2,15,21,descending,1406426
13,12,20,ascending,325
4,15,14,ascending,87002236
13,15,23,ascending,21
0,12,5,ascending,254803444
4,12,23,ascending,729523175
5,15,3,ascending,45599813
8,18,14,ascending,269934
3,12,10,ascending,1270372363
13,18,11,ascending,52
14,12,8,ascending,45
11,21,12,ascending,5
8,15,6,ascending,1029480
8,15,10,descending,139
8,15,21,descending,142
11,18,13,ascending,4429
3,12,21,descending,25557116
7,18,12,descending,2
7,15,10,descending,2197
2,15,4,ascending,68858063
9,15,9,descending,9
4,12,22,ascending,696487128
1,15,14,ascending,29538201
6,12,5,descending,18280
10,15,12,ascending,7843
6,18,23,ascending,939380
1,15,11,descending,1009843
2,15,15,descending,1380204
6,18,6,ascending,855584
7,18,6,ascending,551099
2,18,12,descending,22
5,12,19,descending,420964
14,12,5,ascending,38
6,18,16,descending,17
3,18,4,ascending,345382
8,21,11,ascending,40
13,18,22,ascending,48
14,18,20,ascending,7
4,15,7,ascending,85163971
6,15,14,descending,20883
9,15,19,ascending,120007
12,12,14,ascending,1627
3,18,21,descending,63
7,15,6,descending,2157
13,15,9,ascending,2
2,12,21,descending,81785428
10,18,2,ascending,11095
13,21,16,ascending,1
2,15,3,ascending,65389193
10,12,16,ascending,46872
1,15,18,ascending,29882350
9,15,4,ascending,120233
1,18,19,ascending,10044
6,12,16,descending,17983
7,21,13,ascending,42
13,21,8,ascending,1
8,18,7,descending,1
5,21,23,ascending,6
6,15,5,descending,19543
7,15,4,ascending,5391689
7,15,15,descending,2230
12,12,5,ascending,1797
7,15,2,descending,1008
3,15,18,descending,1014775
5,18,21,ascending,1052194
3,15,18,ascending,101916395
5,12,3,ascending,276109263
7,12,0,ascending,25129062
14,12,3,ascending,56
9,21,18,ascending,41
4,15,15,descending,442180
1,18,9,descending,3
13,15,12,ascending,1
2,18,6,ascending,101126
4,15,8,descending,423033
4,15,23,ascending,87487038
10,15,11,ascending,8006
9,18,17,ascending,94065
4,18,13,descending,51
10,21,14,ascending,26
2,12,20,ascending,1455764551
2,15,12,descending,1353133
3,12,16,ascending,1264842243
0,15,8,descending,245264
7,12,3,ascending,12212167
4,18,16,ascending,821365
4,12,3,descending,4051723
12,12,10,ascending,1612
2,12,8,ascending,1452595623
7,15,3,descending,1707
7,18,3,ascending,438482
2,18,14,descending,16
10,21,8,ascending,15
2,12,3,descending,72680997
9,18,23,ascending,93752
3,12,17,ascending,1264422653
2,18,10,descending,13
13,21,10,ascending,1
11,15,19,ascending,337
4,12,12,ascending,702003485
5,12,13,ascending,261764370
0,15,11,ascending,3940871
8,12,14,ascending,1413960
7,15,4,descending,1955
8,15,9,descending,144
9,12,0,ascending,634463
7,12,6,descending,217
4,12,19,ascending,697081749
6,15,10,ascending,20086111
3,18,15,descending,57
10,15,6,ascending,8211
6,12,9,ascending,66087850
2,12,10,descending,80347912
10,18,17,ascending,23908
2,12,2,descending,61260559
1,12,20,descending,150536642
6,15,18,descending,21077
11,12,9,ascending,3424
9,18,12,ascending,91885
9,15,10,ascending,121921
4,18,8,ascending,759632
3,15,12,ascending,100471645
2,12,17,descending,81539663
3,18,7,descending,35
6,21,10,ascending,22
2,12,4,ascending,1451756710
6,15,2,ascending,15294853
5,18,18,descending,38
10,21,7,ascending,10
0,18,22,ascending,170
6,21,20,ascending,23
9,12,19,ascending,210447
8,12,22,ascending,1391832
14,12,21,ascending,38
6,15,4,ascending,19548512
11,12,10,ascending,3285
1,12,19,descending,150455096
12,18,19,ascending,653
4,12,9,descending,4462777
4,12,18,ascending,697419626
7,21,15,ascending,42
1,18,15,descending,6
2,18,13,ascending,112812
10,12,4,ascending,52688
7,21,23,ascending,42
11,12,20,ascending,3134
6,21,12,ascending,12
4,18,4,ascending,694974
0,15,13,ascending,3994546
4,12,2,ascending,747638552
2,15,10,ascending,72551183
0,15,16,descending,265755
8,15,13,ascending,1009950
8,18,21,ascending,274334
5,12,10,ascending,264411933
10,12,0,ascending,159474
6,12,1,ascending,86482058
4,18,3,ascending,599616
8,12,7,ascending,1493164
6,15,13,descending,20861
13,12,18,ascending,356
13,12,11,ascending,356
9,18,8,ascending,90830
7,12,19,descending,221
7,12,16,descending,214
2,12,14,ascending,1455216601
4,18,19,descending,46
6,21,3,ascending,6
6,18,18,descending,7
11,12,15,ascending,2987
3,18,8,descending,44
2,12,19,descending,81694484
6,15,8,descending,20358
0,15,14,descending,262207
3,12,2,descending,19162887
5,15,5,descending,114729
11,15,7,ascending,317
4,15,10,descending,429993
9,15,12,ascending,120228
4,18,10,descending,43
10,18,14,ascending,23668
11,21,14,ascending,5
2,18,13,descending,26
0,12,17,descending,113104001
2,15,8,descending,1298695
5,12,3,descending,382973
9,21,14,ascending,37
11,18,17,ascending,4500
5,21,8,ascending,6
4,21,23,ascending,2
10,15,22,ascending,7791
0,15,17,ascending,4064344
7,12,13,ascending,11140885
2,12,22,descending,81819565
6,15,19,ascending,20208434
6,15,9,ascending,20076458
6,18,9,ascending,876151
8,15,23,ascending,1087851
9,18,14,ascending,93151
10,12,6,ascending,51275
6,18,7,ascending,861781
2,18,3,ascending,82257
14,12,14,ascending,49
12,21,3,ascending,2
12,21,10,ascending,1
3,15,10,descending,967700
11,18,12,ascending,4345
1,18,13,descending,7
12,12,16,ascending,1578
7,12,10,descending,208
9,18,11,ascending,91911
2,15,2,ascending,56147261
1,12,15,ascending,976898842
5,12,18,ascending,259827755
1,12,3,descending,132839518
5,15,16,ascending,50676723
0,12,22,descending,113699133
9,15,22,ascending,120373
4,15,5,ascending,84302238
7,21,16,ascending,34
4,21,20,ascending,2
6,18,11,descending,6
1,12,10,descending,147068307
11,18,19,ascending,4618
12,21,23,ascending,1
3,15,1,ascending,47210414
8,18,16,ascending,272807
4,18,12,descending,40
3,12,20,descending,25548320
8,15,8,ascending,1021658
10,15,10,ascending,7951
8,15,5,descending,153
4,18,7,descending,43
8,15,18,descending,159
10,18,3,ascending,18603
6,18,4,descending,7
2,15,19,ascending,74808448
2,12,8,descending,79879482
12,12,9,ascending,1682
1,18,16,descending,7
1,18,6,descending,4
5,18,18,ascending,1045563
13,12,22,ascending,335
7,18,13,ascending,577567
7,12,1,descending,92
9,15,20,descending,3
9,15,12,descending,1
7,12,19,ascending,10988846
0,12,14,ascending,261680052
9,15,21,ascending,119659
4,15,17,ascending,87411612
8,15,5,ascending,1023636
8,21,13,ascending,43
1,15,6,ascending,27917254
4,12,22,descending,4485613
11,15,18,ascending,316
6,12,9,descending,18128
4,15,21,ascending,87696764
0,12,15,ascending,262046960
2,15,2,descending,631001
5,15,16,descending,122492
4,18,11,descending,47
2,15,8,ascending,71592685
9,15,6,ascending,124501
11,12,8,ascending,3275
7,15,8,descending,2125
13,12,21,ascending,344
14,12,4,ascending,46
13,12,17,ascending,297
1,15,12,ascending,29252846
0,18,2,ascending,75
6,12,12,ascending,65056025
5,12,6,ascending,269097386
6,12,15,ascending,64431416
3,18,13,descending,39
6,12,13,ascending,64807366
8,21,8,ascending,44
1,18,4,ascending,8099
1,12,2,descending,112748437
5,18,23,ascending,1051295
2,15,17,descending,1391642
14,18,3,ascending,2
2,15,21,ascending,74926548
7,15,14,descending,2266
14,12,9,ascending,39
4,12,17,descending,4477355
8,18,5,ascending,255390
11,15,22,ascending,329
13,12,5,ascending,373
0,15,8,ascending,3828778
0,15,20,descending,268820
14,18,5,ascending,3
5,21,4,ascending,3
0,12,7,descending,108156457
11,21,9,ascending,7
9,15,18,descending,3
13,15,17,ascending,1
2,18,4,descending,14
7,12,17,ascending,11018681
10,21,19,ascending,17
0,18,12,descending,4
14,12,19,ascending,39
8,15,2,ascending,769739
1,12,16,ascending,977446242
2,12,19,ascending,1455735640
4,15,9,descending,426583
5,21,11,ascending,4
2,18,9,descending,27
7,21,22,ascending,51
11,21,10,ascending,8
14,12,15,ascending,32
5,15,8,ascending,49994160
4,12,0,ascending,968629599
5,15,6,descending,116583
0,12,9,ascending,258289335
7,15,12,ascending,5492143
8,15,1,ascending,450510
3,15,2,descending,458946
3,15,19,ascending,102021764
