sets,hand_size,deals,hand_type,count
2,15,23,ascending,454325602
10,12,1,ascending,492115
7,18,16,descending,10
8,15,11,descending,769
4,12,7,descending,26829870
2,18,11,ascending,658303
4,21,4,ascending,4
4,18,8,descending,269
10,18,3,ascending,110304
1,18,8,ascending,52961
14,18,14,ascending,20
6,18,17,ascending,5549363
1,18,18,ascending,60304
5,12,2,ascending,1735579523
4,12,18,ascending,4192396572
2,15,9,ascending,433250245
8,15,19,ascending,6061020
8,21,22,ascending,283
6,21,18,ascending,139
8,21,7,ascending,221
3,12,6,descending,151017217
3,12,21,ascending,7594655896
4,12,6,descending,26828909
1,18,17,ascending,59835
1,18,4,descending,31
5,21,17,ascending,25
5,18,10,descending,161
4,18,23,ascending,4941582
7,18,8,ascending,3357031
3,15,13,descending,5968397
3,12,4,descending,146814511
6,12,7,descending,109932
5,15,20,ascending,305480305
13,18,14,ascending,338
5,15,20,descending,741036
10,18,9,ascending,140466
11,21,23,ascending,46
10,21,4,ascending,60
5,15,15,ascending,304283071
5,12,5,descending,2528683
7,21,13,ascending,222
9,21,6,ascending,160
7,18,5,descending,21
13,15,11,ascending,4
15,18,6,ascending,1
5,12,21,ascending,1559337136
2,18,5,ascending,596180
0,12,19,descending,681854666
9,12,19,ascending,1270637
3,12,22,ascending,7594028274
0,12,12,descending,669446198
6,15,21,descending,125601
6,12,13,ascending,389516535
6,15,11,descending,123578
9,15,9,descending,18
4,21,6,ascending,2
0,15,3,ascending,21050600
6,12,19,ascending,385210826
0,12,20,ascending,1581053650
7,12,20,descending,1238
0,15,14,descending,1574581
6,12,4,descending,106827
13,15,6,ascending,9
6,18,21,ascending,5591989
11,21,8,ascending,30
7,12,12,ascending,67309981
3,15,4,ascending,571725906
13,21,10,ascending,8
5,21,16,ascending,35
9,15,22,descending,21
11,21,21,ascending,31
8,15,20,ascending,6062219
14,12,16,ascending,258
6,18,22,descending,62
13,12,10,ascending,2066
7,15,6,ascending,33304763
0,12,20,descending,682580101
7,12,13,ascending,66993633
10,18,14,ascending,143274
0,18,23,ascending,15544
3,15,13,ascending,606251717
1,12,20,ascending,5883740284
0,15,4,descending,1344752
0,18,21,ascending,985
8,18,16,descending,1
6,12,5,ascending,406660552
7,18,11,ascending,3431164
8,18,17,ascending,1640155
7,15,15,descending,13061
8,12,13,ascending,8552826
2,18,6,ascending,607761
0,18,18,descending,2
2,15,11,ascending,438897999
5,15,6,descending,698886
0,12,17,descending,680015908
14,12,0,ascending,1380
3,15,12,descending,5924156
8,15,5,descending,762
1,12,15,ascending,5872494875
0,15,18,ascending,24478388
6,12,21,ascending,384720530
9,12,15,ascending,1284332
6,21,8,ascending,126
13,12,11,ascending,2165
7,21,4,ascending,162
1,15,14,descending,6237371
5,21,23,ascending,39
2,12,1,descending,222456847
12,15,13,ascending,2
6,18,7,ascending,5180838
13,18,10,ascending,382
6,21,20,ascending,150
2,18,4,ascending,566978
3,18,11,descending,241
14,18,3,ascending,20
13,18,17,ascending,375
6,21,23,ascending,131
8,18,8,descending,1
12,15,4,ascending,2
2,12,7,descending,478936044
5,21,12,ascending,28
4,15,19,ascending,526439156
0,12,6,ascending,1535847564
3,18,3,descending,118
2,12,17,descending,490285241
6,12,18,descending,108124
14,18,9,ascending,25
3,15,14,descending,6003799
12,21,10,ascending,8
10,18,5,ascending,138056
1,15,19,ascending,179815188
7,12,13,descending,1252
