sets,hand_size,deals,hand_type,count
3,18,9,ascending,2321726
1,12,17,ascending,5879944079
7,18,9,descending,14
9,18,21,descending,1
2,15,14,descending,8254768
9,12,17,ascending,1274808
13,15,18,ascending,3
0,15,21,descending,1622995
14,21,20,ascending,1
6,15,4,descending,112483
8,18,4,descending,1
13,21,21,ascending,3
0,12,21,descending,683250262
5,18,13,ascending,6137446
6,12,23,ascending,353684588
12,12,2,ascending,12850
9,21,9,ascending,148
10,21,3,ascending,43
6,15,22,ascending,121576255
1,15,12,descending,6135837
12,18,17,ascending,3630
1,12,19,ascending,5883706266
8,18,22,ascending,1652298
0,15,9,ascending,23258899
11,21,17,ascending,31
0,15,10,descending,1510925
2,15,17,ascending,448484684
6,18,5,ascending,5047758
11,18,17,ascending,27302
8,15,15,descending,795
12,21,21,ascending,19
3,12,20,descending,153601210
2,12,21,ascending,8753157417
2,18,13,ascending,675081
6,18,19,ascending,5574210
3,12,1,ascending,8175773797
0,18,9,descending,4
8,21,20,ascending,293
7,12,21,ascending,65944257
0,18,4,ascending,767
11,21,20,ascending,25
15,18,13,ascending,3
5,18,20,ascending,6314500
3,15,20,ascending,613906413
12,12,8,ascending,10250
7,15,15,descending,13238
9,12,5,ascending,1402698
3,18,21,descending,264
5,18,7,ascending,5778614
4,18,13,descending,320
3,12,6,descending,151026350
3,18,21,ascending,2534092
11,18,23,ascending,24316
10,21,12,ascending,85
1,15,1,ascending,85294290
13,18,19,ascending,363
1,18,9,ascending,54313
7,15,18,ascending,33079635
1,15,17,descending,6341685
10,21,22,ascending,105
5,12,9,ascending,1596754698
13,15,3,ascending,4
2,18,21,descending,144
2,15,15,ascending,446449392
4,21,7,ascending,1
7,18,4,ascending,3094214
10,12,16,ascending,280881
9,18,5,descending,1
3,15,22,descending,6138682
7,12,6,descending,1301
8,18,6,descending,1
13,18,10,ascending,361
0,15,22,ascending,24619905
8,15,2,descending,349
14,18,8,ascending,21
5,15,6,ascending,299758835
10,18,8,ascending,141647
4,12,9,descending,26818293
11,21,7,ascending,28
15,18,22,ascending,1
13,15,5,ascending,3
13,15,13,ascending,3
8,21,7,ascending,200
1,18,15,ascending,58956
2,12,12,descending,485909928
11,18,20,ascending,27257
11,18,13,ascending,27067
2,18,18,ascending,699266
4,12,11,ascending,4229951116
1,12,2,descending,677841592
6,12,0,ascending,753594239
8,12,16,ascending,8450047
11,18,19,ascending,27393
3,15,3,ascending,540954339
0,12,21,ascending,1581900230
12,18,14,ascending,3559
1,18,4,ascending,47906
7,15,5,descending,12580
14,18,13,ascending,20
5,15,14,descending,730176
8,12,5,ascending,9130884
14,21,21,ascending,1
15,18,8,ascending,4
5,12,22,descending,2528012
8,18,21,descending,1
7,12,9,descending,1240
11,15,12,ascending,1905
1,12,1,descending,413597714
13,15,12,ascending,3
8,21,11,ascending,257
8,12,3,ascending,9551310
0,15,21,ascending,24597351
4,15,12,descending,2620726
1,18,14,ascending,58454
2,12,10,descending,483065227
8,15,3,descending,654
3,15,4,descending,5252861
11,12,9,ascending,19823
6,12,17,ascending,386107319
5,12,21,ascending,1559661421
11,15,2,ascending,1396
4,15,7,ascending,512040688
0,18,16,descending,3
2,12,1,ascending,8765265869
7,18,11,descending,15
4,18,21,ascending,5005379
3,18,4,ascending,2077958
4,18,6,descending,262
11,21,8,ascending,28
3,18,15,ascending,2478294
2,15,3,descending,6154037
8,15,5,descending,770
11,21,4,ascending,28
1,15,4,ascending,163554399
2,12,1,descending,222539868
2,12,16,ascending,8751706248
2,15,4,descending,7153163
9,15,18,descending,24
9,21,21,ascending,174
4,18,20,ascending,4999655
6,12,21,descending,107848
1,15,20,descending,6390628
8,21,10,ascending,234
8,15,9,ascending,6120608
0,15,4,ascending,22014860
1,18,5,ascending,50022
13,15,11,ascending,4
8,18,3,ascending,1240146
3,12,13,descending,152649853
7,21,4,ascending,167
4,12,3,descending,24372479
5,18,4,ascending,5350912
1,15,15,descending,6276481
7,12,13,ascending,67007119
2,12,4,descending,464539235
13,18,9,ascending,372
12,21,19,ascending,10
9,15,18,ascending,722813
13,15,17,ascending,3
7,18,21,ascending,3552588
3,15,6,ascending,587091426
4,18,4,ascending,4169177
8,15,4,descending,756
1,12,9,descending,880113991
2,18,3,ascending,495693
5,12,6,descending,2547762
13,18,4,ascending,346
6,21,3,ascending,61
8,18,17,descending,3
6,12,10,ascending,394972192
10,15,22,ascending,47368
0,18,7,ascending,922
4,12,23,ascending,4386408262
5,12,5,descending,2532462
9,15,13,descending,32
15,18,18,ascending,5
0,18,11,ascending,966
8,18,10,descending,1
9,18,7,ascending,546569
4,18,17,ascending,4957651
6,18,22,ascending,5600061
1,18,10,ascending,55191
1,18,5,descending,21
13,12,22,ascending,2051
3,12,3,ascending,7744897824
13,21,11,ascending,3
8,12,7,ascending,8973314
3,18,10,descending,229
9,21,3,ascending,86
12,12,5,ascending,10658
11,18,22,ascending,27322
0,12,18,ascending,1579735807
13,15,15,ascending,6
2,12,17,ascending,8752025494
11,18,12,ascending,27183
8,15,7,ascending,6168985
12,12,11,ascending,9698
8,15,19,descending,804
1,15,21,descending,6398837
11,12,4,ascending,21380
1,12,15,ascending,5873579213
13,15,2,ascending,5
7,12,23,ascending,75149141
12,18,18,ascending,3708
9,15,2,descending,8
7,18,23,ascending,3587172
6,12,19,ascending,385255126
13,15,19,ascending,5
12,15,7,ascending,1
6,12,8,ascending,399843900
9,15,13,ascending,723278
15,18,6,ascending,3
11,12,13,ascending,18667
5,15,22,descending,741739
7,18,12,descending,16
2,12,13,ascending,8748648002
9,18,2,ascending,259688
6,18,19,descending,62
8,18,11,ascending,1601773
4,15,13,descending,2637064
12,21,11,ascending,8
7,12,22,descending,1204
14,21,22,ascending,1
9,15,14,descending,26
7,15,13,ascending,33041990
2,15,17,descending,8370529
13,18,6,ascending,356
14,21,8,ascending,1
2,15,4,ascending,414141645
8,18,8,ascending,1579268
8,18,2,ascending,752285
13,21,22,ascending,5
2,15,9,ascending,433367013
9,18,18,ascending,565442
4,12,5,descending,26671001
5,15,21,descending,740940
11,21,15,ascending,26
1,12,22,ascending,5886707638
5,18,12,ascending,6091534
3,12,18,ascending,7600391451
10,15,4,ascending,48484
5,18,10,ascending,5967133
5,12,23,ascending,1465569630
1,12,23,ascending,5751670442
6,15,13,ascending,121037351
7,18,5,ascending,3256372
6,18,2,ascending,2522203
0,15,15,ascending,24270639
6,18,16,ascending,5529564
9,21,22,ascending,166
6,15,7,descending,121158
0,18,5,descending,5
2,12,20,ascending,8752861757
9,18,12,ascending,555330
7,18,18,descending,16
0,12,8,descending,654090663
7,15,2,descending,6112
7,12,0,ascending,151030775
4,18,5,ascending,4374419
4,18,14,ascending,4878382
5,15,3,ascending,274187938
4,15,17,descending,2680567
4,15,5,ascending,506906884
2,15,7,ascending,427714202
9,15,7,descending,27
7,12,8,descending,1291
9,15,9,ascending,732710
5,18,11,ascending,6028406
6,15,5,descending,119216
7,21,23,ascending,280
7,12,10,descending,1216
0,12,10,descending,662202685
6,12,18,ascending,385601761
1,12,16,ascending,5877018875
9,15,16,ascending,722956
4,15,6,ascending,510335016
