sets,hand_size,deals,hand_type,count
12,18,4,ascending,1148
13,21,10,ascending,2
14,18,22,ascending,9
0,15,11,ascending,7874243
5,12,4,descending,822259
3,18,14,ascending,817972
12,18,15,ascending,1198
6,21,14,ascending,44
5,18,11,descending,56
13,12,10,ascending,739
3,18,9,descending,70
6,15,5,ascending,39928344
6,18,14,descending,17
8,12,13,ascending,2842681
2,12,23,ascending,2908338067
7,15,1,ascending,4932018
4,18,8,ascending,1517260
11,15,7,ascending,665
9,21,9,ascending,57
6,18,3,ascending,1365716
13,18,10,ascending,110
1,18,7,descending,11
13,15,12,ascending,1
4,15,17,ascending,174660866
2,12,11,ascending,2905610283
1,12,18,ascending,1954401243
5,12,18,ascending,519137428
12,21,11,ascending,3
13,21,23,ascending,1
4,12,23,ascending,1457569962
9,18,9,ascending,182080
10,18,14,ascending,47350
5,18,18,descending,72
0,18,20,descending,1
7,12,1,ascending,31867632
3,12,19,ascending,2524879297
5,21,10,ascending,10
7,15,4,ascending,10766082
3,18,10,descending,82
6,18,18,descending,17
7,12,6,descending,437
15,18,15,ascending,1
6,15,9,ascending,40119885
3,15,21,ascending,204139071
6,12,23,ascending,117506659
3,15,4,ascending,190011998
5,12,17,descending,839806
0,12,14,ascending,522787872
7,15,22,ascending,10996814
9,21,5,ascending,39
4,12,4,descending,8663114
14,21,19,ascending,1
5,12,7,ascending,535432527
8,15,14,ascending,2016060
3,12,15,descending,50851535
12,21,5,ascending,4
9,18,20,descending,1
11,15,22,ascending,649
5,15,22,descending,246267
1,12,20,ascending,1955439579
6,15,10,ascending,40124918
6,18,4,ascending,1595499
2,15,4,descending,2376783
1,18,23,ascending,9414
8,18,10,ascending,529464
7,15,8,descending,4305
7,21,5,ascending,69
9,21,11,ascending,48
0,15,7,descending,481949
14,12,17,ascending,83
13,15,16,ascending,3
2,18,14,ascending,227222
2,12,2,descending,122404073
3,15,13,descending,1985923
2,18,14,descending,39
3,18,19,descending,84
0,12,19,descending,226628983
5,21,6,ascending,6
1,12,19,descending,300566673
11,12,2,ascending,8408
13,18,9,ascending,123
8,12,21,ascending,2784021
7,15,15,descending,4239
6,15,22,ascending,40398824
5,18,3,descending,28
1,15,13,ascending,58745898
9,18,19,ascending,187725
4,15,9,ascending,171190308
1,12,16,ascending,1952883346
5,12,12,ascending,524473386
10,12,11,ascending,95869
9,12,7,ascending,455846
7,12,15,ascending,22107504
2,15,5,descending,2498267
0,12,4,descending,209347127
7,15,3,ascending,10053203
1,12,22,descending,301096689
7,18,15,ascending,1166220
12,12,1,ascending,6025
8,18,5,descending,2
8,18,21,descending,1
10,18,6,ascending,46318
8,21,16,ascending,79
13,15,23,ascending,23
15,18,13,ascending,3
3,12,19,descending,51015925
7,15,9,ascending,11004274
2,12,15,ascending,2907745595
6,15,18,ascending,40358377
4,18,4,descending,70
2,18,7,ascending,205055
6,21,19,ascending,50
7,18,4,descending,7
6,12,6,ascending,134412817
9,15,15,descending,5
0,18,21,ascending,355
10,15,22,ascending,15663
9,15,4,ascending,241019
4,15,7,descending,839670
4,15,20,descending,895339
1,18,3,descending,6
14,12,16,ascending,81
6,12,1,ascending,172788090
8,12,4,ascending,3073155
6,15,11,descending,41110
3,15,20,ascending,204005513
1,12,11,ascending,1943378409
4,15,4,ascending,165101709
2,15,22,ascending,149817398
0,15,20,descending,538108
1,18,15,ascending,19580
9,12,22,ascending,421834
11,18,17,ascending,8937
5,15,2,ascending,76581473
12,12,4,ascending,3508
14,12,2,ascending,102
2,18,15,descending,46
4,12,13,ascending,1400109707
2,12,12,ascending,2906407414
7,12,22,ascending,21893982
3,18,9,ascending,771200
8,15,22,ascending,2018523
8,15,8,ascending,2040306
2,15,2,ascending,112190702
4,15,21,ascending,175150531
2,12,20,ascending,2908481856
2,18,16,descending,47
11,15,1,ascending,263
5,18,20,descending,53
14,12,18,ascending,95
7,21,12,ascending,102
13,21,19,ascending,2
7,18,22,descending,9
3,12,14,ascending,2529349428
3,18,11,ascending,791896
15,18,22,ascending,2
7,12,12,descending,454
7,12,7,ascending,23177557
1,15,17,descending,2104325
3,15,15,descending,2005738
2,15,20,ascending,149594173
3,15,18,ascending,203628979
7,12,14,ascending,22173984
10,12,14,ascending,94493
10,15,18,ascending,15697
10,12,10,ascending,97646
10,18,17,ascending,47482
7,15,21,descending,4296
0,12,13,descending,223471339
3,15,15,ascending,202612504
3,15,17,descending,2020132
4,15,7,ascending,170139729
12,12,12,ascending,3117
13,12,8,ascending,766
6,15,20,ascending,40386354
5,15,16,descending,244570
6,12,18,descending,35691
0,18,2,ascending,167
7,12,14,descending,408
3,18,15,descending,92
8,21,18,ascending,91
4,18,4,ascending,1384659
8,21,21,ascending,86
14,18,16,ascending,14
8,18,10,descending,2
6,12,20,ascending,127928196
4,12,8,ascending,1416966409
3,15,17,ascending,203365826
1,15,17,ascending,59546736
0,18,10,ascending,288
3,12,5,descending,49866985
10,12,17,ascending,92740
2,12,3,descending,145224665
6,18,11,descending,15
7,18,20,descending,3
4,21,13,ascending,1
8,12,8,ascending,2957547
3,18,19,ascending,838204
13,15,14,ascending,2
0,15,5,descending,468297
9,12,6,ascending,459848
2,18,11,ascending,219159
