sets,hand_size,deals,hand_type,count
0,18,12,ascending,145
14,12,3,ascending,50
9,18,20,ascending,94088
10,21,7,ascending,18
9,21,8,ascending,33
14,18,22,ascending,2
12,18,7,ascending,610
4,18,22,ascending,836513
10,21,19,ascending,18
6,18,7,ascending,861598
5,21,22,ascending,7
6,12,3,descending,16329
7,18,22,descending,3
6,18,12,descending,13
6,18,21,ascending,931141
4,15,13,descending,439440
4,18,20,ascending,833249
4,15,15,descending,443236
9,12,6,ascending,230275
6,15,3,descending,16046
11,18,16,ascending,4448
1,15,6,ascending,27975315
9,18,2,ascending,43580
5,18,17,descending,35
14,12,18,ascending,48
10,21,3,ascending,7
10,15,17,ascending,7723
7,12,19,ascending,11010921
7,15,8,ascending,5526663
7,12,22,descending,194
7,15,16,descending,2149
8,12,19,ascending,1399305
7,12,17,ascending,11040157
5,18,3,ascending,768128
5,15,18,descending,123109
10,18,7,ascending,23470
12,12,14,ascending,1577
2,15,13,descending,1366223
0,12,22,ascending,263667403
5,12,8,descending,423224
7,21,4,ascending,34
5,18,10,ascending,994769
0,15,6,descending,239227
12,18,20,ascending,551
2,15,21,ascending,75077649
0,12,3,descending,99466141
7,15,22,ascending,5513650
6,12,16,descending,17955
2,12,18,ascending,1458223219
4,15,21,ascending,87853026
8,15,18,ascending,1011205
10,18,5,ascending,22959
9,21,21,ascending,28
9,15,18,descending,6
2,12,23,ascending,1458334907
1,12,15,ascending,978629642
9,12,5,ascending,233589
7,15,10,ascending,5511428
6,12,1,ascending,86627742
8,18,4,ascending,243891
1,18,22,ascending,10275
13,12,17,ascending,348
1,15,10,descending,999794
6,12,11,descending,18129
3,15,14,descending,1002080
13,12,1,ascending,744
13,12,4,ascending,393
4,12,14,descending,4481843
10,21,12,ascending,11
3,18,12,descending,43
3,15,12,ascending,100654390
9,12,8,ascending,226660
5,18,11,ascending,1004585
14,12,17,ascending,48
8,15,2,descending,65
11,18,11,ascending,4491
0,12,14,ascending,262135013
6,18,14,ascending,911739
0,15,21,ascending,4098615
