sets,hand_size,deals,hand_type,count
9,15,2,descending,11
3,18,5,descending,206
14,21,8,ascending,1
5,12,1,ascending,1962863113
0,12,1,ascending,1394678560
8,15,6,descending,794
8,12,16,ascending,8496494
3,15,10,ascending,601867548
2,15,7,descending,7774656
4,18,3,ascending,3618127
6,15,2,descending,57913
2,18,6,descending,128
5,18,8,ascending,5870478
5,18,17,ascending,6307757
13,15,23,ascending,99
11,12,6,ascending,21005
9,12,12,ascending,1311643
3,18,17,descending,269
8,18,10,descending,4
6,15,20,ascending,122194844
12,18,14,ascending,3675
7,15,6,ascending,33483391
9,12,21,ascending,1273394
5,21,16,ascending,32
9,21,22,ascending,171
10,21,7,ascending,85
7,12,20,descending,1225
0,15,1,ascending,11850889
8,21,19,ascending,234
1,15,23,ascending,177564752
4,12,6,descending,26973584
9,12,16,ascending,1286601
4,21,18,ascending,2
7,12,16,ascending,66721700
0,18,12,descending,4
11,18,17,ascending,27765
8,18,20,ascending,1655505
0,12,6,ascending,1544409579
2,12,16,ascending,8798505789
5,21,17,ascending,31
7,18,16,descending,11
0,15,13,descending,1571684
7,12,9,ascending,69066425
6,21,23,ascending,127
4,21,4,ascending,1
15,18,5,ascending,1
6,15,14,ascending,121799379
8,21,18,ascending,290
13,12,6,ascending,2427
13,12,21,ascending,2008
3,18,22,descending,261
2,12,15,descending,491705357
7,12,7,descending,1384
6,15,16,descending,126601
10,15,22,ascending,47429
5,12,9,descending,2547768
9,21,23,ascending,192
4,15,12,ascending,523158852
4,12,4,ascending,4339880175
9,12,0,ascending,3822013
3,12,10,descending,152673141
13,18,14,ascending,345
1,18,17,descending,23
8,12,18,ascending,8453997
2,12,3,descending,439416894
12,21,4,ascending,12
4,12,5,ascending,4322100483
0,12,22,descending,687423280
6,15,11,descending,124348
7,12,16,descending,1211
12,21,11,ascending,15
10,21,16,ascending,100
5,15,20,ascending,307171204
9,15,7,ascending,745650
1,18,22,ascending,61471
9,12,8,ascending,1364499
13,18,2,ascending,159
11,18,11,ascending,26649
7,12,4,ascending,71877705
10,15,20,ascending,47302
5,21,13,ascending,35
7,12,19,ascending,66398019
5,15,18,descending,745271
0,15,8,ascending,23148045
1,18,7,descending,34
0,15,22,descending,1631729
8,18,15,ascending,1637688
12,15,3,ascending,1
6,15,6,descending,121790
3,18,8,descending,254
0,15,15,descending,1595137
3,18,15,descending,272
1,12,4,ascending,5807310047
5,15,21,ascending,307287179
1,12,10,ascending,5869792829
6,15,7,descending,121989
2,18,23,ascending,797975
12,21,18,ascending,6
1,15,1,ascending,85730952
9,15,2,ascending,556877
7,21,8,ascending,223
14,21,9,ascending,1
4,12,15,descending,27040582
12,12,7,ascending,10323
1,15,6,ascending,168744166
4,12,13,descending,26998249
14,12,0,ascending,1413
7,12,21,ascending,66280509
7,15,9,descending,12767
7,21,10,ascending,244
2,18,19,descending,167
11,21,18,ascending,30
11,21,17,ascending,37
2,12,7,ascending,8776820220
9,12,6,ascending,1392549
10,15,19,ascending,47644
3,18,9,descending,232
9,15,5,ascending,746651
13,21,23,ascending,1
6,12,8,ascending,401922290
14,18,15,ascending,20
10,15,1,ascending,21149
14,18,10,ascending,14
2,12,17,ascending,8798926737
2,18,5,ascending,599278
13,21,14,ascending,3
4,15,4,ascending,499617308
7,18,14,ascending,3513738
5,18,7,descending,192
11,21,7,ascending,29
0,18,22,ascending,1024
2,12,11,ascending,8791510512
1,18,15,ascending,59851
4,15,22,ascending,530191820
5,18,15,ascending,6251688
12,12,21,ascending,9322
12,18,6,ascending,3634
4,15,18,ascending,528985296
0,15,6,descending,1444035
2,15,19,ascending,452191017
5,12,15,descending,2539031
9,15,3,ascending,676814
13,18,17,ascending,350
8,15,17,descending,793
4,15,4,descending,2353874
11,15,12,ascending,1877
8,21,16,ascending,244
7,12,4,descending,1253
10,12,15,ascending,282189
12,12,15,ascending,9367
5,21,4,ascending,28
6,18,18,descending,57
6,15,1,ascending,55096914
11,21,5,ascending,42
4,21,20,ascending,1
12,21,8,ascending,9
5,12,12,ascending,1586898172
3,12,2,descending,115893418
10,15,8,ascending,49117
1,18,13,ascending,58621
0,18,7,ascending,936
7,18,17,ascending,3552675
7,21,4,ascending,160
4,18,14,ascending,4904643
11,12,11,ascending,19464
8,15,2,ascending,4647761
13,18,21,ascending,334
1,18,3,descending,21
5,21,3,ascending,14
7,15,15,descending,13199
2,18,17,ascending,699398
0,15,17,ascending,24565677
0,18,15,ascending,1032
1,15,5,descending,5653353
0,12,7,ascending,1549637739
12,21,3,ascending,4
5,15,14,ascending,305537771
6,12,4,ascending,412263331
0,18,13,descending,5
6,18,12,descending,67
12,12,12,ascending,9567
6,15,12,descending,124274
6,18,11,ascending,5389914
4,12,6,ascending,4310869541
12,18,21,ascending,3678
0,15,12,ascending,24002246
8,15,18,ascending,6097783
2,12,17,descending,493056812
3,12,16,descending,154016201
4,12,1,descending,12092131
4,12,19,descending,27091271
9,21,7,ascending,184
12,12,8,ascending,10099
1,12,21,descending,910670431
2,12,8,descending,482813276
8,18,14,ascending,1637030
12,18,17,ascending,3555
13,21,19,ascending,1
6,18,6,ascending,5163455
13,21,4,ascending,5
1,15,3,ascending,156712900
7,15,9,ascending,33284106
3,15,14,ascending,611521383
6,15,14,descending,126076
8,18,12,ascending,1616939
6,18,3,descending,39
3,18,7,ascending,2266442
14,12,21,ascending,281
11,15,1,ascending,899
14,21,21,ascending,1
6,12,7,descending,110947
10,15,12,ascending,48059
3,15,5,descending,5558868
10,21,6,ascending,89
3,18,21,ascending,2550350
3,15,19,descending,6141534
2,12,5,ascending,8772043610
5,12,16,descending,2539240
6,18,16,ascending,5557985
8,15,7,descending,801
9,12,14,ascending,1298623
6,21,22,ascending,139
5,18,12,ascending,6121705
2,15,1,ascending,211547358
9,18,16,ascending,565611
13,21,21,ascending,6
9,15,8,ascending,740435
9,15,13,ascending,727313
7,15,14,descending,13090
13,18,3,ascending,282
