sets,hand_size,deals,hand_type,count
3,12,3,descending,46139441
4,15,15,descending,892690
5,15,10,descending,240573
7,15,15,descending,4382
3,18,8,descending,80
7,12,9,ascending,23017642
6,18,12,ascending,1810971
6,12,7,ascending,134821054
2,15,12,descending,2725499
7,12,4,descending,417
8,15,4,descending,262
0,15,22,descending,544275
4,12,12,ascending,1414726629
9,12,8,ascending,455711
8,12,22,ascending,2810309
9,15,9,ascending,246128
1,18,8,ascending,17784
2,12,4,ascending,2925559594
0,15,1,ascending,3952357
3,18,4,descending,57
6,18,20,descending,19
3,18,8,ascending,765709
6,15,11,descending,41405
3,12,2,descending,38639371
0,15,18,ascending,8204397
3,18,14,ascending,826563
9,12,10,ascending,445544
1,18,11,descending,12
7,18,22,descending,3
13,12,13,ascending,716
9,15,17,descending,10
7,15,17,descending,4445
7,18,15,descending,2
3,15,9,ascending,199629914
6,12,18,ascending,129232145
7,12,23,ascending,25190907
4,15,14,descending,888724
11,21,20,ascending,13
6,15,17,ascending,40690587
2,18,16,descending,49
7,18,12,ascending,1156082
1,15,8,ascending,57153171
2,12,10,ascending,2929899300
5,12,4,ascending,547806434
4,15,13,descending,884210
2,15,11,descending,2699865
0,15,21,ascending,8239282
4,15,3,descending,670904
9,12,2,ascending,547481
12,12,0,ascending,13111
4,21,11,ascending,1
8,15,5,ascending,2062489
4,18,20,ascending,1675497
10,18,6,ascending,47183
6,21,18,ascending,35
1,15,5,ascending,55778683
5,18,22,descending,69
4,12,13,descending,9000025
1,18,19,ascending,20107
4,15,22,descending,905537
2,18,14,ascending,228617
2,12,19,descending,164641325
5,18,8,ascending,1958981
9,21,15,ascending,63
3,15,3,descending,1507289
6,15,15,ascending,40630072
3,15,16,descending,2031323
11,18,19,ascending,9065
7,21,16,ascending,77
10,18,5,ascending,46593
8,18,12,ascending,540136
2,18,8,ascending,209602
5,12,18,descending,845429
4,15,12,ascending,174404455
7,12,7,ascending,23380879
4,18,6,descending,78
13,15,19,ascending,2
8,15,16,ascending,2031736
4,12,7,descending,8996168
5,15,8,descending,236952
5,15,10,ascending,101088309
12,12,19,ascending,3094
3,12,2,ascending,2637182215
7,18,20,ascending,1190196
0,12,4,ascending,512210797
