sets,hand_size,deals,hand_type,count
1,12,18,descending,150496524
2,15,14,ascending,74112429
5,18,10,ascending,994212
3,12,11,ascending,1270631230
5,18,4,ascending,889919
5,18,20,ascending,1051452
4,18,11,descending,54
13,21,19,ascending,1
1,12,20,descending,150739298
7,21,3,ascending,22
4,15,16,descending,445082
3,18,8,descending,48
10,12,10,ascending,48791
5,12,13,descending,420733
2,15,4,ascending,68951717
4,12,13,ascending,701684714
7,15,12,ascending,5495473
4,18,5,ascending,728211
8,21,19,ascending,62
7,12,18,descending,197
8,15,21,ascending,1009569
14,18,20,ascending,4
9,15,22,descending,5
2,18,5,ascending,99400
6,15,7,descending,20265
12,21,14,ascending,2
10,12,20,ascending,46024
2,12,19,ascending,1457594544
6,15,9,ascending,20099617
8,15,18,descending,148
7,15,20,ascending,5505845
3,18,22,descending,42
4,12,9,descending,4467606
6,12,12,descending,17726
2,15,20,descending,1405552
4,12,8,ascending,710171342
8,12,0,ascending,3689524
6,12,22,descending,17831
1,18,4,ascending,7943
2,15,22,descending,1408734
1,18,16,ascending,10044
7,21,11,ascending,44
2,15,7,descending,1288698
4,18,9,descending,53
14,18,18,ascending,3
3,15,18,ascending,102065944
7,18,14,ascending,580108
10,18,19,ascending,23979
4,15,15,ascending,87278898
4,12,1,ascending,809305948
4,18,15,ascending,816260
2,15,11,ascending,73101075
6,15,3,ascending,18336023
5,12,16,ascending,260725467
11,18,11,ascending,4543
10,15,9,ascending,8002
8,18,21,ascending,275293
4,18,7,ascending,752579
6,15,21,ascending,20249822
5,12,19,ascending,259969472
1,15,18,ascending,29912100
4,15,7,descending,420942
4,12,15,descending,4482641
2,12,17,descending,81663459
9,15,13,ascending,120459
3,12,14,ascending,1267678956
6,12,12,ascending,65129547
1,12,18,ascending,979500523
8,21,21,ascending,52
10,21,8,ascending,20
4,18,17,descending,45
0,12,5,descending,106860636
3,12,6,descending,25146859
10,18,6,ascending,23303
1,15,3,ascending,25957519
9,15,9,descending,4
14,18,15,ascending,5
14,18,7,ascending,1
0,12,3,descending,99425351
7,15,23,ascending,5670630
14,18,11,ascending,6
6,21,3,ascending,15
5,12,4,descending,411151
13,15,23,ascending,17
5,21,8,ascending,6
5,18,6,ascending,952034
7,21,15,ascending,37
1,12,16,ascending,978672840
11,12,17,ascending,3084
9,12,0,ascending,632747
8,15,14,descending,127
14,12,3,ascending,50
8,15,2,descending,72
6,21,11,ascending,14
1,18,5,ascending,8587
14,18,5,ascending,2
11,15,2,ascending,256
0,15,21,descending,270682
7,15,9,ascending,5514754
6,12,11,ascending,65423216
4,12,4,descending,4341970
1,15,19,descending,1061540
10,15,2,ascending,6139
5,15,2,ascending,38383047
9,18,7,ascending,91447
11,12,9,ascending,3288
3,15,7,ascending,98229598
9,12,5,ascending,233317
5,15,16,descending,122277
6,12,9,descending,17928
12,18,3,ascending,484
2,12,21,ascending,1457632406
7,12,11,descending,193
3,18,6,descending,43
9,12,4,ascending,236077
9,21,21,ascending,32
4,15,22,ascending,87807322
1,18,6,descending,3
1,18,15,descending,8
11,21,14,ascending,5
7,12,21,ascending,10978661
2,18,7,descending,15
9,15,17,ascending,119733
7,18,8,descending,5
5,18,18,ascending,1047961
7,18,9,ascending,563584
7,15,22,descending,2236
6,21,10,ascending,16
0,18,20,ascending,188
11,18,23,ascending,4022
4,18,18,ascending,828853
3,15,3,ascending,90090400
2,18,21,descending,22
0,15,13,descending,259699
2,18,18,descending,19
7,18,20,ascending,591343
14,21,20,ascending,1
6,21,16,ascending,25
8,12,20,ascending,1395468
6,21,15,ascending,21
7,21,20,ascending,34
7,18,11,descending,2
13,21,20,ascending,2
7,12,14,descending,223
0,15,8,descending,245218
2,15,5,ascending,70212025
1,15,13,ascending,29443329
13,12,15,ascending,321
4,15,10,descending,429741
2,12,7,ascending,1453748037
0,15,10,descending,251432
12,18,15,ascending,648
0,18,9,ascending,160
6,21,17,ascending,26
4,18,13,ascending,806779
4,18,16,descending,58
0,12,2,ascending,248196625
9,21,6,ascending,29
2,18,11,descending,23
8,15,20,ascending,1010242
6,12,10,descending,18089
7,21,16,ascending,46
14,18,14,ascending,8
3,15,17,ascending,101934828
9,18,14,ascending,93205
3,12,20,descending,25572290
2,12,20,ascending,1457645226
4,18,12,ascending,799393
12,15,6,ascending,1
9,18,10,ascending,91943
3,18,15,descending,44
2,15,14,descending,1374300
15,18,16,ascending,2
0,12,20,ascending,263343417
5,12,10,descending,420530
2,12,2,descending,61356277
3,15,4,ascending,95213562
4,15,13,ascending,86901494
3,18,8,ascending,380719
3,18,23,ascending,419337
6,12,17,descending,18098
3,12,21,ascending,1265033754
1,18,3,ascending,7065
8,21,4,ascending,39
13,12,18,ascending,352
5,15,17,ascending,50788637
2,12,15,descending,81463239
8,15,10,descending,129
0,12,21,ascending,263419613
1,15,17,descending,1056349
2,18,6,descending,20
0,12,0,ascending,173836086
14,12,4,ascending,63
10,21,11,ascending,13
6,21,7,ascending,22
5,21,7,ascending,5
2,12,18,ascending,1457561762
4,15,6,descending,417659
12,18,4,ascending,559
12,21,10,ascending,2
4,12,15,ascending,699901358
7,12,2,ascending,13161044
7,12,19,ascending,11000367
5,15,8,descending,118098
8,18,23,ascending,277909
11,15,20,ascending,316
8,15,6,ascending,1028471
5,18,9,descending,38
4,15,1,ascending,40166560
9,15,12,descending,3
10,15,1,ascending,3445
14,12,8,ascending,50
12,18,2,ascending,305
10,12,11,ascending,48088
5,15,23,ascending,50031600
3,15,13,ascending,100991948
8,15,12,ascending,1011507
8,12,3,ascending,1590372
10,18,23,ascending,23927
