sets,hand_size,deals,hand_type,count
1,18,21,descending,9
0,15,17,ascending,8171018
5,21,8,ascending,12
10,15,9,ascending,16066
4,21,18,ascending,1
4,18,18,ascending,1663388
10,12,15,ascending,94005
4,12,15,ascending,1405965575
6,12,22,descending,36166
1,18,13,ascending,19364
7,18,7,ascending,1116307
15,18,10,ascending,1
12,21,13,ascending,3
6,12,13,descending,36355
0,15,8,descending,492120
12,21,21,ascending,5
8,15,3,ascending,1872056
7,18,22,descending,4
8,15,21,descending,242
5,15,20,ascending,102202892
5,15,9,descending,237224
2,12,11,descending,162107873
5,21,5,ascending,7
8,18,12,ascending,539445
4,21,11,ascending,1
0,18,15,ascending,323
0,12,1,descending,104993284
4,12,14,descending,9002882
5,15,5,descending,230260
2,18,9,ascending,212717
6,21,10,ascending,51
0,12,0,ascending,349239323
0,15,23,ascending,7787068
10,12,8,ascending,100049
8,15,23,ascending,2188616
3,15,11,descending,1966593
8,18,17,ascending,548677
2,12,20,descending,164432625
2,12,23,ascending,2928214710
0,15,22,descending,543257
0,12,13,descending,225015322
4,18,4,ascending,1395731
14,18,13,ascending,5
13,21,23,ascending,1
8,15,7,descending,267
13,15,22,ascending,2
5,15,7,descending,235431
1,18,16,ascending,19860
2,12,4,descending,155411869
10,15,16,ascending,15843
10,18,8,ascending,47106
3,18,9,descending,76
3,21,17,ascending,1
2,12,5,ascending,2919002365
6,12,0,ascending,252081218
3,15,17,ascending,204770929
7,15,15,ascending,11060334
5,18,22,ascending,2118793
7,12,3,ascending,24548772
2,12,12,descending,162535414
9,18,21,ascending,188818
10,15,14,ascending,16096
4,12,19,descending,9013209
4,15,3,ascending,156740002
7,18,8,ascending,1122600
2,15,7,descending,2588212
10,21,22,ascending,32
10,21,21,ascending,24
14,18,8,ascending,12
3,12,7,ascending,2564472651
4,21,22,ascending,3
13,21,9,ascending,3
0,18,22,descending,2
1,12,10,descending,295795460
4,15,11,ascending,173551048
5,12,19,descending,844678
9,12,3,ascending,492510
8,21,23,ascending,96
7,15,4,ascending,10848646
0,12,15,descending,226536980
4,15,8,descending,852278
2,15,4,descending,2392651
1,15,8,descending,1960300
7,18,17,descending,4
8,21,4,ascending,52
9,21,11,ascending,59
12,12,16,ascending,3102
2,15,11,descending,2694590
1,18,7,descending,11
5,12,10,descending,846301
11,12,6,ascending,6833
6,15,6,descending,40318
10,12,5,ascending,103869
3,15,8,ascending,198251104
0,12,3,ascending,508474471
0,15,7,descending,486039
3,12,21,descending,51407671
0,15,10,descending,505230
5,12,1,descending,375101
7,15,9,ascending,11075768
9,18,13,ascending,186769
2,12,22,descending,164545185
3,18,18,ascending,841223
5,15,13,descending,243073
12,12,2,ascending,4306
11,18,11,ascending,8975
6,21,16,ascending,43
5,18,17,descending,59
15,21,18,ascending,1
7,15,18,ascending,11063964
13,18,8,ascending,107
0,18,19,ascending,356
4,12,0,ascending,1948499356
4,15,5,ascending,169597140
1,15,5,ascending,55674809
2,12,9,ascending,2923468969
9,18,8,ascending,183096
6,15,3,ascending,36833432
12,18,18,ascending,1162
6,21,20,ascending,53
10,12,14,ascending,94668
0,15,10,ascending,7855856
8,21,8,ascending,93
8,18,10,ascending,532856
