sets,hand_size,deals,hand_type,count
1,18,12,ascending,19076
5,18,8,ascending,1949266
6,18,3,ascending,1372835
8,12,7,ascending,3001120
0,15,6,descending,478786
10,18,5,ascending,46192
3,15,10,ascending,199995350
6,15,13,descending,41703
12,18,23,ascending,975
7,12,8,descending,432
3,18,18,descending,98
1,12,10,descending,295372840
0,18,22,descending,1
1,18,15,ascending,19560
0,18,15,descending,1
3,15,3,ascending,180717901
1,12,0,ascending,1567034154
0,12,15,ascending,526279600
7,12,10,ascending,22766845
8,15,5,ascending,2057543
10,12,5,ascending,104033
10,21,17,ascending,35
11,15,7,ascending,673
1,12,21,descending,302587100
5,12,5,descending,847288
8,15,22,descending,272
0,18,22,ascending,376
5,18,3,descending,36
2,15,3,descending,2053725
8,15,19,ascending,2024835
6,18,7,descending,18
4,12,15,ascending,1403839826
4,18,21,ascending,1676014
12,18,15,ascending,1177
15,18,7,ascending,1
4,15,5,ascending,169332428
0,15,2,ascending,6137387
4,12,13,descending,8970195
3,18,2,ascending,379122
2,12,13,descending,162726005
2,18,18,ascending,233541
6,12,5,descending,36531
11,15,18,ascending,608
3,18,19,descending,79
8,21,21,ascending,88
13,21,18,ascending,1
10,15,12,ascending,15803
10,18,9,ascending,47116
5,15,3,descending,185032
6,18,12,ascending,1806894
2,18,20,descending,43
7,18,17,descending,4
4,12,8,descending,8957253
4,15,16,descending,890907
0,12,21,descending,228244212
8,15,22,ascending,2024088
5,12,8,descending,849320
8,21,10,ascending,79
3,18,19,ascending,845050
7,15,9,descending,4356
3,18,21,descending,105
9,15,12,ascending,241954
0,18,6,ascending,266
1,18,3,ascending,14164
0,12,7,descending,217234406
12,18,20,ascending,1185
5,12,18,ascending,521827359
0,12,17,descending,227171703
6,15,20,ascending,40603846
7,15,10,ascending,11042549
3,12,16,ascending,2540327254
2,12,6,descending,159542516
9,15,3,ascending,224921
2,15,23,ascending,151794653
10,18,11,ascending,46859
6,15,9,descending,40803
10,15,9,ascending,16242
11,15,23,ascending,2832
7,15,1,ascending,4960676
14,12,16,ascending,78
11,18,15,ascending,9240
7,15,6,descending,4241
11,15,15,ascending,629
2,18,6,descending,31
3,18,12,descending,68
6,12,1,ascending,173681133
5,15,9,ascending,100546296
11,15,9,ascending,649
13,12,21,ascending,673
8,21,20,ascending,96
5,18,8,descending,59
6,12,6,descending,36341
11,18,19,ascending,8956
0,12,6,ascending,513149634
5,15,3,ascending,91594024
4,15,6,ascending,170490829
3,15,21,descending,2050702
3,18,7,descending,74
14,18,11,ascending,9
5,21,22,ascending,8
5,21,13,ascending,12
7,18,11,descending,6
7,18,12,descending,3
9,18,14,ascending,186754
1,15,22,ascending,60263759
4,15,20,ascending,176008627
7,12,6,ascending,23477200
1,15,16,ascending,59726122
0,15,6,ascending,7542992
3,15,12,ascending,201822789
5,12,9,descending,846589
4,15,4,descending,783296
0,15,19,descending,540035
8,18,23,ascending,556038
0,12,5,ascending,511788178
9,12,3,ascending,492183
1,18,17,descending,9
6,21,10,ascending,33
10,21,11,ascending,35
7,12,18,descending,453
14,12,14,ascending,83
11,21,19,ascending,11
2,18,16,descending,46
8,18,19,descending,1
8,12,11,ascending,2892230
5,21,4,ascending,3
13,21,8,ascending,1
4,18,16,ascending,1650165
4,15,15,descending,888352
4,12,11,ascending,1412920376
2,15,2,descending,1268363
5,15,10,descending,238942
10,18,22,ascending,48108
2,15,14,ascending,148672030
0,18,5,ascending,260
2,18,5,descending,34
7,15,15,ascending,11038607
9,18,16,ascending,188338
0,15,15,ascending,8102368
3,15,4,ascending,191015119
7,18,15,descending,3
7,12,23,ascending,25105436
8,21,3,ascending,42
7,18,21,ascending,1186608
4,15,11,ascending,173295457
3,15,8,descending,1912073
4,15,6,descending,839694
11,18,20,ascending,9037
4,12,8,ascending,1424522483
14,12,11,ascending,95
5,12,16,descending,842776
6,18,11,descending,17
0,12,8,descending,218477823
3,18,15,ascending,827741
0,15,13,ascending,8024415
12,21,3,ascending,1
12,12,8,ascending,3355
4,15,8,descending,851587
4,21,4,ascending,1
2,15,12,descending,2716619
4,12,18,ascending,1400712250
3,15,3,descending,1503648
3,12,8,ascending,2557644916
0,15,13,descending,521922
1,15,19,ascending,60087336
8,15,15,descending,269
5,18,12,descending,68
1,15,9,ascending,57440966
4,12,23,ascending,1465228955
0,12,9,descending,219848914
5,18,7,ascending,1928667
8,15,11,ascending,2032284
6,18,22,ascending,1872668
12,18,21,ascending,1230
9,18,21,ascending,189099
9,18,22,ascending,188967
3,18,16,ascending,831165
5,15,2,ascending,76980235
8,15,8,ascending,2053075
11,12,17,ascending,6191
4,18,13,ascending,1617837
11,15,13,ascending,630
9,15,20,ascending,240410
0,15,8,ascending,7689155
8,18,17,ascending,548048
12,12,15,ascending,3020
0,18,7,ascending,295
14,12,10,ascending,95
4,18,14,descending,104
5,12,4,descending,826055
1,12,11,descending,296700644
10,15,13,ascending,15871
7,15,2,descending,2008
5,12,21,ascending,520992824
2,15,4,ascending,138312593
4,12,2,descending,6780383
3,12,7,ascending,2560542500
4,12,15,descending,8985788
3,15,5,descending,1845243
7,21,12,ascending,79
6,15,16,descending,41922
9,12,19,ascending,425469
7,12,11,ascending,22621155
1,15,9,descending,1979657
11,18,2,ascending,4177
12,18,10,ascending,1224
5,18,19,descending,65
4,12,4,descending,8704549
2,15,22,descending,2827231
6,12,22,descending,36039
1,12,21,ascending,1966092723
7,15,18,descending,4422
14,12,0,ascending,479
5,12,13,ascending,525768925
0,12,8,ascending,516781507
13,12,18,ascending,692
4,12,16,ascending,1402503131
7,12,10,descending,425
1,18,11,descending,13
5,18,10,ascending,1992910
3,15,18,ascending,204676285
5,12,8,ascending,535827237
2,18,12,descending,35
10,21,18,ascending,30
4,15,16,ascending,175336217
0,15,9,descending,496760
0,12,16,ascending,526904320
3,12,10,ascending,2551494716
11,15,16,ascending,624
3,21,15,ascending,1
5,18,2,ascending,949610
10,21,4,ascending,31
0,12,9,ascending,518725142
10,12,0,ascending,319858
12,15,11,ascending,1
5,15,4,descending,218353
5,18,15,descending,60
1,12,13,descending,298910695
3,18,17,descending,89
7,12,7,ascending,23302983
7,12,12,descending,418
10,21,3,ascending,17
9,15,17,descending,4
1,12,22,descending,302713445
9,12,7,ascending,459147
12,21,4,ascending,5
6,15,17,ascending,40561475
8,15,16,ascending,2024245
6,12,18,descending,36328
4,15,13,descending,880331
9,15,18,ascending,241521
11,12,7,ascending,6831
11,21,21,ascending,18
4,21,17,ascending,4
6,21,12,ascending,29
6,15,5,descending,39697
10,21,10,ascending,30
2,18,8,descending,42
4,18,8,descending,86
12,21,9,ascending,7
4,15,3,ascending,156498434
10,12,17,ascending,93708
8,15,6,ascending,2066811
4,15,15,ascending,175060214
10,12,9,ascending,98962
3,12,8,descending,50590430
2,18,23,ascending,265377
8,15,14,descending,254
13,15,14,ascending,1
8,18,16,descending,1
7,15,13,descending,4391
1,15,6,ascending,56066831
5,18,13,descending,72
3,12,22,ascending,2537232506
6,12,5,ascending,135857710
5,21,11,ascending,7
15,18,9,ascending,3
6,15,8,descending,40689
8,12,1,ascending,4363008
10,21,13,ascending,41
6,15,3,ascending,36772708
4,18,3,descending,41
4,12,21,descending,9004754
4,21,7,ascending,1
2,12,0,ascending,2817543857
7,12,1,ascending,32031812
0,12,13,descending,224698978
6,15,9,ascending,40326413
6,12,14,ascending,129747398
4,15,8,ascending,171525900
3,12,14,descending,51060708
2,15,8,ascending,143799547
4,12,22,descending,9008545
4,18,2,ascending,748785
11,12,5,ascending,6976
12,18,22,ascending,1255
13,18,22,ascending,132
9,15,11,descending,3
2,12,18,ascending,2923598382
5,12,1,ascending,652153728
8,12,3,ascending,3188758
10,12,1,ascending,165568
1,12,12,ascending,1956432380
6,15,13,ascending,40436506
7,18,15,ascending,1170306
2,12,1,descending,74326392
5,21,12,ascending,10
5,15,22,descending,247825
6,15,20,descending,41986
0,12,18,ascending,527719483
3,12,5,descending,50124697
5,12,2,descending,637606
7,18,13,ascending,1160708
11,21,10,ascending,8
13,12,9,ascending,726
2,18,19,ascending,234673
14,12,20,ascending,74
6,12,10,ascending,131944403
10,21,5,ascending,21
10,18,13,ascending,47686
3,12,21,ascending,2537493270
6,12,8,ascending,133560016
1,15,6,descending,1914139
4,15,21,descending,901434
2,12,19,ascending,2923675526
4,18,11,ascending,1586152
5,15,6,descending,234029
2,12,7,ascending,2916155234
1,15,11,ascending,58348188
8,12,16,ascending,2820688
5,12,22,descending,844800
1,12,20,ascending,1965772349
2,15,14,descending,2756628
5,18,18,ascending,2100825
0,15,15,descending,529992
7,18,8,ascending,1122060
7,15,14,descending,4363
1,12,13,ascending,1958671961
0,12,2,ascending,497865383
1,12,5,ascending,1931733286
5,15,14,descending,243682
9,15,22,ascending,241669
1,12,4,descending,282535929
10,18,18,ascending,47968
2,12,21,descending,164259335
10,12,13,ascending,94634
8,18,2,ascending,251451
1,12,8,descending,292693164
6,12,17,descending,36054
6,12,19,ascending,128718162
5,18,23,ascending,2108514
4,18,6,descending,81
8,18,11,ascending,535289
0,18,20,ascending,359
4,18,7,descending,81
13,18,9,ascending,115
0,15,12,descending,516831
1,12,20,descending,302387881
2,18,20,ascending,234928
8,18,5,ascending,514413
4,18,16,descending,97
0,12,20,descending,228084210
13,18,16,ascending,125
1,12,6,descending,290228316
0,15,21,ascending,8217660
0,15,9,ascending,7770931
2,15,19,ascending,150235620
1,15,17,descending,2115483
8,15,3,ascending,1871223
13,12,23,ascending,2111
4,12,19,descending,9000936
2,18,2,ascending,104992
6,12,13,ascending,130155200
12,18,17,ascending,1252
7,12,17,descending,410
2,12,7,descending,160009379
13,18,11,ascending,111
2,12,16,descending,163619216
0,15,3,ascending,7029095
3,12,6,ascending,2563252976
10,15,8,ascending,16480
13,12,15,ascending,716
5,18,5,descending,51
9,15,8,descending,10
11,21,4,ascending,10
13,15,4,ascending,1
0,18,12,ascending,347
7,21,5,ascending,78
6,12,23,ascending,118137276
11,18,11,ascending,8944
5,18,18,descending,60
4,15,19,ascending,175885852
1,15,1,ascending,28487103
10,15,23,ascending,19695
3,12,19,descending,51271508
6,18,6,descending,18
0,12,16,descending,226727196
7,18,6,descending,2
2,12,2,ascending,2928445542
15,18,17,ascending,2
4,12,12,ascending,1409993411
7,15,20,ascending,11055746
3,12,14,ascending,2542676384
1,12,1,ascending,1837407298
0,12,20,ascending,528234648
5,12,3,ascending,554582164
5,15,13,descending,243702
6,15,6,ascending,40351661
5,18,9,descending,61
1,18,13,descending,10
14,18,20,ascending,5
2,15,18,descending,2806010
9,15,16,descending,9
11,18,5,ascending,8975
13,15,3,ascending,1
7,15,17,ascending,11042841
6,15,18,ascending,40578198
6,15,4,descending,37438
4,18,9,ascending,1543440
11,18,6,ascending,9162
11,18,12,ascending,8908
13,15,6,ascending,1
9,21,21,ascending,64
2,18,9,descending,41
0,15,14,descending,526607
12,21,17,ascending,5
12,18,5,ascending,1221
7,12,0,ascending,50447992
3,15,19,ascending,204905103
15,18,13,ascending,3
6,12,7,descending,36642
5,18,21,descending,69
0,18,8,ascending,316
1,12,17,descending,301503803
3,18,22,descending,83
10,15,18,ascending,15829
0,18,20,descending,1
7,21,7,ascending,61
7,15,4,descending,3990
13,18,5,ascending,137
1,15,10,descending,2004628
13,15,17,ascending,1
11,18,23,ascending,8323
8,12,17,ascending,2815256
7,12,19,ascending,22063584
7,15,7,descending,4233
14,12,12,ascending,96
4,18,12,descending,82
7,18,3,descending,2
5,15,4,ascending,97475537
6,15,23,ascending,40222814
7,18,21,descending,4
6,15,8,ascending,40334384
2,12,20,ascending,2923777212
4,12,20,ascending,1399571148
5,18,4,ascending,1784320
10,12,10,ascending,97929
3,18,8,descending,71
5,21,7,ascending,8
9,21,19,ascending,56
10,12,2,ascending,123171
11,18,7,ascending,9062
7,15,11,descending,4329
6,15,14,descending,41473
4,15,7,ascending,171029841
6,12,20,ascending,128605357
0,15,16,ascending,8136093
5,18,22,ascending,2116962
8,15,15,ascending,2026137
9,12,12,ascending,437084
6,18,15,ascending,1837750
4,12,19,ascending,1400073716
11,18,13,ascending,9118
4,18,11,descending,100
0,15,8,descending,490085
13,15,23,ascending,27
12,18,4,ascending,1095
6,15,14,ascending,40471496
7,18,19,ascending,1185028
9,15,16,ascending,241784
2,12,15,ascending,2923149231
1,15,13,descending,2066149
9,12,2,ascending,543769
6,12,12,descending,35880
13,18,13,ascending,100
3,12,2,ascending,2628458793
3,15,7,ascending,197043482
2,15,11,descending,2691641
9,18,23,ascending,187263
0,15,21,descending,541689
10,18,12,ascending,47342
6,15,2,descending,19411
13,12,0,ascending,3168
5,12,20,ascending,521217527
8,15,12,ascending,2026990
6,15,11,descending,41009
8,21,4,ascending,70
7,12,19,descending,387
14,18,8,ascending,10
14,12,21,ascending,103
2,12,4,ascending,2915855730
10,18,4,ascending,43623
9,21,3,ascending,28
0,15,5,descending,470578
8,18,13,ascending,540617
9,15,11,ascending,243665
1,15,5,descending,1879341
9,15,13,ascending,241604
11,21,12,ascending,11
13,12,3,ascending,803
4,12,10,descending,8954578
9,18,19,ascending,188799
